Q_idx,pred,real,usage,Correct_Ans
33,<,B,"{'completion_tokens': 40446, 'prompt_tokens': 514, 'total_tokens': 40960}",0
34,D,A,"{'completion_tokens': 913, 'prompt_tokens': 723, 'total_tokens': 1636}",0
35,A,A,"{'completion_tokens': 597, 'prompt_tokens': 514, 'total_tokens': 1111}",1
36,D,D,"{'completion_tokens': 993, 'prompt_tokens': 486, 'total_tokens': 1479}",1
37,D,A,"{'completion_tokens': 968, 'prompt_tokens': 488, 'total_tokens': 1456}",0
38,B,D,"{'completion_tokens': 2902, 'prompt_tokens': 661, 'total_tokens': 3563}",0
39,A,A,"{'completion_tokens': 793, 'prompt_tokens': 522, 'total_tokens': 1315}",1
40,C,C,"{'completion_tokens': 688, 'prompt_tokens': 655, 'total_tokens': 1343}",1
41,C,C,"{'completion_tokens': 920, 'prompt_tokens': 771, 'total_tokens': 1691}",1
42,A,A,"{'completion_tokens': 1827, 'prompt_tokens': 656, 'total_tokens': 2483}",1
43,C,B,"{'completion_tokens': 2195, 'prompt_tokens': 449, 'total_tokens': 2644}",0
44,B,A,"{'completion_tokens': 3208, 'prompt_tokens': 642, 'total_tokens': 3850}",0
45,<,D,"{'completion_tokens': 40372, 'prompt_tokens': 588, 'total_tokens': 40960}",0
46,C,C,"{'completion_tokens': 757, 'prompt_tokens': 561, 'total_tokens': 1318}",1
47,A,A,"{'completion_tokens': 1170, 'prompt_tokens': 618, 'total_tokens': 1788}",1
48,B,B,"{'completion_tokens': 543, 'prompt_tokens': 565, 'total_tokens': 1108}",1
49,C,C,"{'completion_tokens': 1236, 'prompt_tokens': 567, 'total_tokens': 1803}",1
50,D,D,"{'completion_tokens': 350, 'prompt_tokens': 442, 'total_tokens': 792}",1
51,A,A,"{'completion_tokens': 1719, 'prompt_tokens': 620, 'total_tokens': 2339}",1
52,D,D,"{'completion_tokens': 2073, 'prompt_tokens': 497, 'total_tokens': 2570}",1
53,C,C,"{'completion_tokens': 802, 'prompt_tokens': 474, 'total_tokens': 1276}",1
54,A,A,"{'completion_tokens': 493, 'prompt_tokens': 508, 'total_tokens': 1001}",1
55,A,A,"{'completion_tokens': 494, 'prompt_tokens': 562, 'total_tokens': 1056}",1
56,C,C,"{'completion_tokens': 795, 'prompt_tokens': 443, 'total_tokens': 1238}",1
57,C,B,"{'completion_tokens': 851, 'prompt_tokens': 538, 'total_tokens': 1389}",0
58,C,C,"{'completion_tokens': 681, 'prompt_tokens': 753, 'total_tokens': 1434}",1
59,C,A,"{'completion_tokens': 690, 'prompt_tokens': 581, 'total_tokens': 1271}",0
60,C,C,"{'completion_tokens': 617, 'prompt_tokens': 538, 'total_tokens': 1155}",1
61,A,A,"{'completion_tokens': 381, 'prompt_tokens': 481, 'total_tokens': 862}",1
62,A,D,"{'completion_tokens': 2267, 'prompt_tokens': 611, 'total_tokens': 2878}",0
63,A,A,"{'completion_tokens': 1037, 'prompt_tokens': 682, 'total_tokens': 1719}",1
64,C,A,"{'completion_tokens': 1032, 'prompt_tokens': 594, 'total_tokens': 1626}",0
65,B,B,"{'completion_tokens': 503, 'prompt_tokens': 542, 'total_tokens': 1045}",1
66,C,C,"{'completion_tokens': 874, 'prompt_tokens': 564, 'total_tokens': 1438}",1
67,B,B,"{'completion_tokens': 791, 'prompt_tokens': 626, 'total_tokens': 1417}",1
68,D,D,"{'completion_tokens': 802, 'prompt_tokens': 605, 'total_tokens': 1407}",1
69,A,A,"{'completion_tokens': 1283, 'prompt_tokens': 596, 'total_tokens': 1879}",1
70,A,A,"{'completion_tokens': 1243, 'prompt_tokens': 764, 'total_tokens': 2007}",1
71,A,A,"{'completion_tokens': 1477, 'prompt_tokens': 585, 'total_tokens': 2062}",1
72,C,C,"{'completion_tokens': 1398, 'prompt_tokens': 796, 'total_tokens': 2194}",1
73,B,B,"{'completion_tokens': 1240, 'prompt_tokens': 550, 'total_tokens': 1790}",1
74,C,C,"{'completion_tokens': 1101, 'prompt_tokens': 643, 'total_tokens': 1744}",1
75,D,A,"{'completion_tokens': 1693, 'prompt_tokens': 503, 'total_tokens': 2196}",0
76,B,B,"{'completion_tokens': 846, 'prompt_tokens': 591, 'total_tokens': 1437}",1
77,C,B,"{'completion_tokens': 2718, 'prompt_tokens': 516, 'total_tokens': 3234}",0
78,C,C,"{'completion_tokens': 1389, 'prompt_tokens': 506, 'total_tokens': 1895}",1
79,C,C,"{'completion_tokens': 873, 'prompt_tokens': 647, 'total_tokens': 1520}",1
80,B,B,"{'completion_tokens': 836, 'prompt_tokens': 450, 'total_tokens': 1286}",1
81,C,A,"{'completion_tokens': 1622, 'prompt_tokens': 503, 'total_tokens': 2125}",0
82,C,C,"{'completion_tokens': 793, 'prompt_tokens': 504, 'total_tokens': 1297}",1
83,A,A,"{'completion_tokens': 1784, 'prompt_tokens': 674, 'total_tokens': 2458}",1
84,C,C,"{'completion_tokens': 926, 'prompt_tokens': 610, 'total_tokens': 1536}",1
85,B,B,"{'completion_tokens': 848, 'prompt_tokens': 593, 'total_tokens': 1441}",1
86,C,C,"{'completion_tokens': 374, 'prompt_tokens': 556, 'total_tokens': 930}",1
87,C,C,"{'completion_tokens': 560, 'prompt_tokens': 760, 'total_tokens': 1320}",1
88,D,C,"{'completion_tokens': 1308, 'prompt_tokens': 630, 'total_tokens': 1938}",0
89,A,B,"{'completion_tokens': 1654, 'prompt_tokens': 622, 'total_tokens': 2276}",0
90,D,D,"{'completion_tokens': 1040, 'prompt_tokens': 574, 'total_tokens': 1614}",1
91,B,B,"{'completion_tokens': 1277, 'prompt_tokens': 552, 'total_tokens': 1829}",1
92,C,C,"{'completion_tokens': 909, 'prompt_tokens': 530, 'total_tokens': 1439}",1
93,C,D,"{'completion_tokens': 1263, 'prompt_tokens': 633, 'total_tokens': 1896}",0
94,A,C,"{'completion_tokens': 2177, 'prompt_tokens': 626, 'total_tokens': 2803}",0
95,A,D,"{'completion_tokens': 40391, 'prompt_tokens': 569, 'total_tokens': 40960}",0
96,D,A,"{'completion_tokens': 2122, 'prompt_tokens': 616, 'total_tokens': 2738}",0
97,B,B,"{'completion_tokens': 801, 'prompt_tokens': 509, 'total_tokens': 1310}",1
98,B,B,"{'completion_tokens': 1437, 'prompt_tokens': 493, 'total_tokens': 1930}",1
99,B,B,"{'completion_tokens': 1217, 'prompt_tokens': 501, 'total_tokens': 1718}",1
