Q_idx,pred,real,usage,Correct_Ans
24,D,A,"{'completion_tokens': 2, 'prompt_tokens': 430, 'total_tokens': 432}",0
25,D,D,"{'completion_tokens': 6, 'prompt_tokens': 207, 'total_tokens': 213}",1
26,H,D,"{'completion_tokens': 318, 'prompt_tokens': 311, 'total_tokens': 629}",0
27,A,A,"{'completion_tokens': 2, 'prompt_tokens': 337, 'total_tokens': 339}",1
28,D,D,"{'completion_tokens': 2, 'prompt_tokens': 399, 'total_tokens': 401}",1
29,C,C,"{'completion_tokens': 2, 'prompt_tokens': 304, 'total_tokens': 306}",1
30,D,D,"{'completion_tokens': 2, 'prompt_tokens': 367, 'total_tokens': 369}",1
31,D,C,"{'completion_tokens': 2, 'prompt_tokens': 232, 'total_tokens': 234}",0
32,D,D,"{'completion_tokens': 2, 'prompt_tokens': 341, 'total_tokens': 343}",1
33,D,B,"{'completion_tokens': 2, 'prompt_tokens': 253, 'total_tokens': 255}",0
34,D,A,"{'completion_tokens': 2, 'prompt_tokens': 455, 'total_tokens': 457}",0
35,A,A,"{'completion_tokens': 2, 'prompt_tokens': 247, 'total_tokens': 249}",1
36,C,D,"{'completion_tokens': 2, 'prompt_tokens': 220, 'total_tokens': 222}",0
37,B,A,"{'completion_tokens': 2, 'prompt_tokens': 223, 'total_tokens': 225}",0
38,D,D,"{'completion_tokens': 2, 'prompt_tokens': 382, 'total_tokens': 384}",1
39,A,A,"{'completion_tokens': 2, 'prompt_tokens': 261, 'total_tokens': 263}",1
40,C,C,"{'completion_tokens': 2, 'prompt_tokens': 385, 'total_tokens': 387}",1
41,S,C,"{'completion_tokens': 5, 'prompt_tokens': 501, 'total_tokens': 506}",0
42,M,A,"{'completion_tokens': 17, 'prompt_tokens': 396, 'total_tokens': 413}",0
43,B,B,"{'completion_tokens': 2, 'prompt_tokens': 183, 'total_tokens': 185}",1
44,A,A,"{'completion_tokens': 2, 'prompt_tokens': 372, 'total_tokens': 374}",1
45,D,D,"{'completion_tokens': 2, 'prompt_tokens': 314, 'total_tokens': 316}",1
46,T,C,"{'completion_tokens': 34, 'prompt_tokens': 286, 'total_tokens': 320}",0
47,p,A,"{'completion_tokens': 37, 'prompt_tokens': 351, 'total_tokens': 388}",0
48,B,B,"{'completion_tokens': 2, 'prompt_tokens': 297, 'total_tokens': 299}",1
49,C,C,"{'completion_tokens': 2, 'prompt_tokens': 303, 'total_tokens': 305}",1
50,D,D,"{'completion_tokens': 2, 'prompt_tokens': 177, 'total_tokens': 179}",1
51,A,A,"{'completion_tokens': 2, 'prompt_tokens': 355, 'total_tokens': 357}",1
52,D,D,"{'completion_tokens': 2, 'prompt_tokens': 230, 'total_tokens': 232}",1
53,D,C,"{'completion_tokens': 2, 'prompt_tokens': 210, 'total_tokens': 212}",0
54,B,A,"{'completion_tokens': 2, 'prompt_tokens': 242, 'total_tokens': 244}",0
55,C,A,"{'completion_tokens': 2, 'prompt_tokens': 296, 'total_tokens': 298}",0
56,C,C,"{'completion_tokens': 2, 'prompt_tokens': 177, 'total_tokens': 179}",1
57,A,B,"{'completion_tokens': 3, 'prompt_tokens': 271, 'total_tokens': 274}",0
58,C,C,"{'completion_tokens': 2, 'prompt_tokens': 485, 'total_tokens': 487}",1
59,C,A,"{'completion_tokens': 2, 'prompt_tokens': 315, 'total_tokens': 317}",0
60,C,C,"{'completion_tokens': 2, 'prompt_tokens': 275, 'total_tokens': 277}",1
61,A,A,"{'completion_tokens': 2, 'prompt_tokens': 213, 'total_tokens': 215}",1
62,D,D,"{'completion_tokens': 2, 'prompt_tokens': 339, 'total_tokens': 341}",1
63,N,A,"{'completion_tokens': 18, 'prompt_tokens': 423, 'total_tokens': 441}",0
64,D,A,"{'completion_tokens': 2, 'prompt_tokens': 331, 'total_tokens': 333}",0
65,B,B,"{'completion_tokens': 2, 'prompt_tokens': 277, 'total_tokens': 279}",1
66,C,C,"{'completion_tokens': 2, 'prompt_tokens': 300, 'total_tokens': 302}",1
67,M,B,"{'completion_tokens': 4, 'prompt_tokens': 358, 'total_tokens': 362}",0
68,D,D,"{'completion_tokens': 2, 'prompt_tokens': 332, 'total_tokens': 334}",1
69,A,A,"{'completion_tokens': 2, 'prompt_tokens': 328, 'total_tokens': 330}",1
70,L,A,"{'completion_tokens': 6, 'prompt_tokens': 496, 'total_tokens': 502}",0
71,A,A,"{'completion_tokens': 2, 'prompt_tokens': 318, 'total_tokens': 320}",1
72,D,C,"{'completion_tokens': 2, 'prompt_tokens': 529, 'total_tokens': 531}",0
73,B,B,"{'completion_tokens': 2, 'prompt_tokens': 280, 'total_tokens': 282}",1
74,D,C,"{'completion_tokens': 2, 'prompt_tokens': 372, 'total_tokens': 374}",0
75,A,A,"{'completion_tokens': 5, 'prompt_tokens': 237, 'total_tokens': 242}",1
76,v,B,"{'completion_tokens': 5, 'prompt_tokens': 321, 'total_tokens': 326}",0
77,B,B,"{'completion_tokens': 2, 'prompt_tokens': 250, 'total_tokens': 252}",1
78,D,C,"{'completion_tokens': 2, 'prompt_tokens': 244, 'total_tokens': 246}",0
79,D,C,"{'completion_tokens': 2, 'prompt_tokens': 379, 'total_tokens': 381}",0
80,B,B,"{'completion_tokens': 2, 'prompt_tokens': 187, 'total_tokens': 189}",1
81,D,A,"{'completion_tokens': 2, 'prompt_tokens': 237, 'total_tokens': 239}",0
82,D,C,"{'completion_tokens': 2, 'prompt_tokens': 238, 'total_tokens': 240}",0
83,A,A,"{'completion_tokens': 2, 'prompt_tokens': 407, 'total_tokens': 409}",1
84,D,C,"{'completion_tokens': 2, 'prompt_tokens': 345, 'total_tokens': 347}",0
85,D,B,"{'completion_tokens': 2, 'prompt_tokens': 323, 'total_tokens': 325}",0
86,D,C,"{'completion_tokens': 2, 'prompt_tokens': 288, 'total_tokens': 290}",0
87,C,C,"{'completion_tokens': 2, 'prompt_tokens': 492, 'total_tokens': 494}",1
88,H,C,"{'completion_tokens': 5, 'prompt_tokens': 361, 'total_tokens': 366}",0
89,B,B,"{'completion_tokens': 2, 'prompt_tokens': 358, 'total_tokens': 360}",1
90,D,D,"{'completion_tokens': 2, 'prompt_tokens': 311, 'total_tokens': 313}",1
91,B,B,"{'completion_tokens': 2, 'prompt_tokens': 292, 'total_tokens': 294}",1
92,C,C,"{'completion_tokens': 2, 'prompt_tokens': 264, 'total_tokens': 266}",1
93,C,D,"{'completion_tokens': 2, 'prompt_tokens': 368, 'total_tokens': 370}",0
94,D,C,"{'completion_tokens': 2, 'prompt_tokens': 354, 'total_tokens': 356}",0
95,p,D,"{'completion_tokens': 7, 'prompt_tokens': 306, 'total_tokens': 313}",0
96,A,A,"{'completion_tokens': 4, 'prompt_tokens': 349, 'total_tokens': 353}",1
97,C,B,"{'completion_tokens': 2, 'prompt_tokens': 244, 'total_tokens': 246}",0
98,B,B,"{'completion_tokens': 2, 'prompt_tokens': 222, 'total_tokens': 224}",1
99,D,B,"{'completion_tokens': 2, 'prompt_tokens': 236, 'total_tokens': 238}",0
