Q_idx,pred,real,usage,Correct_Ans
87,C,C,"{'completion_tokens': 681, 'prompt_tokens': 760, 'total_tokens': 1441}",1
88,C,C,"{'completion_tokens': 1489, 'prompt_tokens': 630, 'total_tokens': 2119}",1
89,B,B,"{'completion_tokens': 399, 'prompt_tokens': 622, 'total_tokens': 1021}",1
90,D,D,"{'completion_tokens': 2400, 'prompt_tokens': 574, 'total_tokens': 2974}",1
91,B,B,"{'completion_tokens': 1604, 'prompt_tokens': 552, 'total_tokens': 2156}",1
92,C,C,"{'completion_tokens': 306, 'prompt_tokens': 530, 'total_tokens': 836}",1
93,C,D,"{'completion_tokens': 1334, 'prompt_tokens': 633, 'total_tokens': 1967}",0
94,C,C,"{'completion_tokens': 1195, 'prompt_tokens': 626, 'total_tokens': 1821}",1
95,D,D,"{'completion_tokens': 2008, 'prompt_tokens': 569, 'total_tokens': 2577}",1
96,A,A,"{'completion_tokens': 871, 'prompt_tokens': 616, 'total_tokens': 1487}",1
97,B,B,"{'completion_tokens': 550, 'prompt_tokens': 509, 'total_tokens': 1059}",1
98,B,B,"{'completion_tokens': 1406, 'prompt_tokens': 493, 'total_tokens': 1899}",1
99,B,B,"{'completion_tokens': 422, 'prompt_tokens': 501, 'total_tokens': 923}",1
