Q_idx,pred,real,usage,Correct_Ans
40,C,C,"{'completion_tokens': 16, 'prompt_tokens': 355, 'total_tokens': 371}",1
41,C,C,"{'completion_tokens': 303, 'prompt_tokens': 471, 'total_tokens': 774}",1
42,C,A,"{'completion_tokens': 19, 'prompt_tokens': 356, 'total_tokens': 375}",0
43,B,B,"{'completion_tokens': 10, 'prompt_tokens': 149, 'total_tokens': 159}",1
44,D,A,"{'completion_tokens': 9, 'prompt_tokens': 342, 'total_tokens': 351}",0
45,D,D,"{'completion_tokens': 12, 'prompt_tokens': 288, 'total_tokens': 300}",1
46,C,C,"{'completion_tokens': 13, 'prompt_tokens': 261, 'total_tokens': 274}",1
47,D,A,"{'completion_tokens': 19, 'prompt_tokens': 318, 'total_tokens': 337}",0
48,D,B,"{'completion_tokens': 16, 'prompt_tokens': 265, 'total_tokens': 281}",0
49,C,C,"{'completion_tokens': 22, 'prompt_tokens': 267, 'total_tokens': 289}",1
50,A,D,"{'completion_tokens': 313, 'prompt_tokens': 142, 'total_tokens': 455}",0
51,C,A,"{'completion_tokens': 13, 'prompt_tokens': 320, 'total_tokens': 333}",0
52,D,D,"{'completion_tokens': 223, 'prompt_tokens': 197, 'total_tokens': 420}",1
53,B,C,"{'completion_tokens': 15, 'prompt_tokens': 174, 'total_tokens': 189}",0
54,C,A,"{'completion_tokens': 12, 'prompt_tokens': 208, 'total_tokens': 220}",0
55,D,A,"{'completion_tokens': 9, 'prompt_tokens': 262, 'total_tokens': 271}",0
56,B,C,"{'completion_tokens': 14, 'prompt_tokens': 143, 'total_tokens': 157}",0
57,A,B,"{'completion_tokens': 13, 'prompt_tokens': 238, 'total_tokens': 251}",0
58,D,C,"{'completion_tokens': 21, 'prompt_tokens': 453, 'total_tokens': 474}",0
59,D,A,"{'completion_tokens': 29, 'prompt_tokens': 281, 'total_tokens': 310}",0
60,C,C,"{'completion_tokens': 9, 'prompt_tokens': 238, 'total_tokens': 247}",1
61,A,A,"{'completion_tokens': 13, 'prompt_tokens': 181, 'total_tokens': 194}",1
62,<,D,"{'completion_tokens': 399, 'prompt_tokens': 311, 'total_tokens': 710}",0
63,A,A,"{'completion_tokens': 21, 'prompt_tokens': 382, 'total_tokens': 403}",1
64,D,A,"{'completion_tokens': 19, 'prompt_tokens': 294, 'total_tokens': 313}",0
65,A,B,"{'completion_tokens': 831, 'prompt_tokens': 242, 'total_tokens': 1073}",0
66,D,C,"{'completion_tokens': 15, 'prompt_tokens': 264, 'total_tokens': 279}",0
67,B,B,"{'completion_tokens': 20, 'prompt_tokens': 326, 'total_tokens': 346}",1
68,D,D,"{'completion_tokens': 13, 'prompt_tokens': 305, 'total_tokens': 318}",1
69,A,A,"{'completion_tokens': 14, 'prompt_tokens': 296, 'total_tokens': 310}",1
70,C,A,"{'completion_tokens': 15, 'prompt_tokens': 464, 'total_tokens': 479}",0
71,C,A,"{'completion_tokens': 450, 'prompt_tokens': 285, 'total_tokens': 735}",0
72,C,C,"{'completion_tokens': 23, 'prompt_tokens': 496, 'total_tokens': 519}",1
73,A,B,"{'completion_tokens': 9, 'prompt_tokens': 250, 'total_tokens': 259}",0
74,D,C,"{'completion_tokens': 593, 'prompt_tokens': 343, 'total_tokens': 936}",0
75,D,A,"{'completion_tokens': 13, 'prompt_tokens': 203, 'total_tokens': 216}",0
76,D,B,"{'completion_tokens': 21, 'prompt_tokens': 291, 'total_tokens': 312}",0
77,B,B,"{'completion_tokens': 706, 'prompt_tokens': 216, 'total_tokens': 922}",1
78,C,C,"{'completion_tokens': 15, 'prompt_tokens': 206, 'total_tokens': 221}",1
79,A,C,"{'completion_tokens': 13, 'prompt_tokens': 347, 'total_tokens': 360}",0
80,B,B,"{'completion_tokens': 907, 'prompt_tokens': 150, 'total_tokens': 1057}",1
81,B,A,"{'completion_tokens': 352, 'prompt_tokens': 203, 'total_tokens': 555}",0
82,B,C,"{'completion_tokens': 13, 'prompt_tokens': 204, 'total_tokens': 217}",0
83,A,A,"{'completion_tokens': 9, 'prompt_tokens': 374, 'total_tokens': 383}",1
84,B,C,"{'completion_tokens': 19, 'prompt_tokens': 310, 'total_tokens': 329}",0
85,C,B,"{'completion_tokens': 1212, 'prompt_tokens': 293, 'total_tokens': 1505}",0
86,H,C,"{'completion_tokens': 13, 'prompt_tokens': 256, 'total_tokens': 269}",0
87,C,C,"{'completion_tokens': 16, 'prompt_tokens': 460, 'total_tokens': 476}",1
88,D,C,"{'completion_tokens': 1344, 'prompt_tokens': 330, 'total_tokens': 1674}",0
89,A,B,"{'completion_tokens': 9, 'prompt_tokens': 322, 'total_tokens': 331}",0
90,D,D,"{'completion_tokens': 14, 'prompt_tokens': 274, 'total_tokens': 288}",1
91,C,B,"{'completion_tokens': 28, 'prompt_tokens': 252, 'total_tokens': 280}",0
92,D,C,"{'completion_tokens': 14, 'prompt_tokens': 230, 'total_tokens': 244}",0
93,C,D,"{'completion_tokens': 13, 'prompt_tokens': 333, 'total_tokens': 346}",0
94,C,C,"{'completion_tokens': 21, 'prompt_tokens': 326, 'total_tokens': 347}",1
95,A,D,"{'completion_tokens': 757, 'prompt_tokens': 269, 'total_tokens': 1026}",0
96,A,A,"{'completion_tokens': 13, 'prompt_tokens': 316, 'total_tokens': 329}",1
97,C,B,"{'completion_tokens': 16, 'prompt_tokens': 209, 'total_tokens': 225}",0
98,C,B,"{'completion_tokens': 14, 'prompt_tokens': 193, 'total_tokens': 207}",0
99,C,B,"{'completion_tokens': 14, 'prompt_tokens': 201, 'total_tokens': 215}",0
