Q_idx,pred,real,usage,Correct_Ans
46,B,C,"{'completion_tokens': 3, 'prompt_tokens': 562, 'total_tokens': 565}",0
47,A,A,"{'completion_tokens': 3, 'prompt_tokens': 611, 'total_tokens': 614}",1
48,B,B,"{'completion_tokens': 3, 'prompt_tokens': 561, 'total_tokens': 564}",1
49,C,C,"{'completion_tokens': 3, 'prompt_tokens': 553, 'total_tokens': 556}",1
50,A,D,"{'completion_tokens': 3, 'prompt_tokens': 444, 'total_tokens': 447}",0
51,D,A,"{'completion_tokens': 3, 'prompt_tokens': 621, 'total_tokens': 624}",0
52,A,D,"{'completion_tokens': 3, 'prompt_tokens': 484, 'total_tokens': 487}",0
53,B,C,"{'completion_tokens': 3, 'prompt_tokens': 479, 'total_tokens': 482}",0
54,A,A,"{'completion_tokens': 3, 'prompt_tokens': 508, 'total_tokens': 511}",1
55,A,A,"{'completion_tokens': 3, 'prompt_tokens': 566, 'total_tokens': 569}",1
56,A,C,"{'completion_tokens': 3, 'prompt_tokens': 445, 'total_tokens': 448}",0
57,B,B,"{'completion_tokens': 3, 'prompt_tokens': 544, 'total_tokens': 547}",1
58,C,C,"{'completion_tokens': 3, 'prompt_tokens': 744, 'total_tokens': 747}",1
59,C,A,"{'completion_tokens': 3, 'prompt_tokens': 583, 'total_tokens': 586}",0
60,A,C,"{'completion_tokens': 3, 'prompt_tokens': 538, 'total_tokens': 541}",0
61,A,A,"{'completion_tokens': 3, 'prompt_tokens': 480, 'total_tokens': 483}",1
62,D,D,"{'completion_tokens': 3, 'prompt_tokens': 617, 'total_tokens': 620}",1
63,A,A,"{'completion_tokens': 3, 'prompt_tokens': 690, 'total_tokens': 693}",1
64,A,A,"{'completion_tokens': 10, 'prompt_tokens': 587, 'total_tokens': 597}",1
65,B,B,"{'completion_tokens': 3, 'prompt_tokens': 543, 'total_tokens': 546}",1
66,C,C,"{'completion_tokens': 3, 'prompt_tokens': 573, 'total_tokens': 576}",1
67,B,B,"{'completion_tokens': 3, 'prompt_tokens': 624, 'total_tokens': 627}",1
68,B,D,"{'completion_tokens': 3, 'prompt_tokens': 594, 'total_tokens': 597}",0
69,D,A,"{'completion_tokens': 3, 'prompt_tokens': 590, 'total_tokens': 593}",0
70,A,A,"{'completion_tokens': 3, 'prompt_tokens': 755, 'total_tokens': 758}",1
71,A,A,"{'completion_tokens': 3, 'prompt_tokens': 581, 'total_tokens': 584}",1
72,A,C,"{'completion_tokens': 3, 'prompt_tokens': 779, 'total_tokens': 782}",0
73,C,B,"{'completion_tokens': 3, 'prompt_tokens': 551, 'total_tokens': 554}",0
74,D,C,"{'completion_tokens': 3, 'prompt_tokens': 646, 'total_tokens': 649}",0
75,D,A,"{'completion_tokens': 3, 'prompt_tokens': 509, 'total_tokens': 512}",0
76,B,B,"{'completion_tokens': 3, 'prompt_tokens': 583, 'total_tokens': 586}",1
77,C,B,"{'completion_tokens': 3, 'prompt_tokens': 515, 'total_tokens': 518}",0
78,C,C,"{'completion_tokens': 3, 'prompt_tokens': 507, 'total_tokens': 510}",1
79,C,C,"{'completion_tokens': 3, 'prompt_tokens': 641, 'total_tokens': 644}",1
80,B,B,"{'completion_tokens': 3, 'prompt_tokens': 456, 'total_tokens': 459}",1
81,C,A,"{'completion_tokens': 3, 'prompt_tokens': 510, 'total_tokens': 513}",0
82,C,C,"{'completion_tokens': 9, 'prompt_tokens': 504, 'total_tokens': 513}",1
83,A,A,"{'completion_tokens': 3, 'prompt_tokens': 679, 'total_tokens': 682}",1
84,C,C,"{'completion_tokens': 3, 'prompt_tokens': 607, 'total_tokens': 610}",1
85,B,B,"{'completion_tokens': 3, 'prompt_tokens': 598, 'total_tokens': 601}",1
86,C,C,"{'completion_tokens': 3, 'prompt_tokens': 556, 'total_tokens': 559}",1
87,C,C,"{'completion_tokens': 9, 'prompt_tokens': 757, 'total_tokens': 766}",1
88,B,C,"{'completion_tokens': 3, 'prompt_tokens': 625, 'total_tokens': 628}",0
89,B,B,"{'completion_tokens': 3, 'prompt_tokens': 623, 'total_tokens': 626}",1
90,A,D,"{'completion_tokens': 3, 'prompt_tokens': 574, 'total_tokens': 577}",0
91,A,B,"{'completion_tokens': 3, 'prompt_tokens': 546, 'total_tokens': 549}",0
92,C,C,"{'completion_tokens': 3, 'prompt_tokens': 528, 'total_tokens': 531}",1
93,C,D,"{'completion_tokens': 3, 'prompt_tokens': 631, 'total_tokens': 634}",0
94,D,C,"{'completion_tokens': 3, 'prompt_tokens': 622, 'total_tokens': 625}",0
95,A,D,"{'completion_tokens': 3, 'prompt_tokens': 568, 'total_tokens': 571}",0
96,D,A,"{'completion_tokens': 3, 'prompt_tokens': 622, 'total_tokens': 625}",0
97,C,B,"{'completion_tokens': 3, 'prompt_tokens': 506, 'total_tokens': 509}",0
98,B,B,"{'completion_tokens': 3, 'prompt_tokens': 494, 'total_tokens': 497}",1
99,B,B,"{'completion_tokens': 3, 'prompt_tokens': 506, 'total_tokens': 509}",1
