Q_idx,pred,real,usage,Correct_Ans
18,B,B,"{'total_duration': 10030205927, 'load_duration': 33270309, 'prompt_eval_count': 601, 'prompt_eval_duration': 158815080, 'eval_count': 731, 'eval_duration': 9821743600}",1
19,B,D,"{'total_duration': 17308288133, 'load_duration': 42936430, 'prompt_eval_count': 546, 'prompt_eval_duration': 80374620, 'eval_count': 1263, 'eval_duration': 17169433837}",0
20,C,C,"{'total_duration': 4265565223, 'load_duration': 42958947, 'prompt_eval_count': 578, 'prompt_eval_duration': 162778882, 'eval_count': 306, 'eval_duration': 4040948324}",1
21,A,A,"{'total_duration': 8053296711, 'load_duration': 34450898, 'prompt_eval_count': 539, 'prompt_eval_duration': 81580430, 'eval_count': 587, 'eval_duration': 7910092506}",1
22,T,C,"{'total_duration': 28019129474, 'load_duration': 34794836, 'prompt_eval_count': 608, 'prompt_eval_duration': 156502978, 'eval_count': 2000, 'eval_duration': 27803018610}",0
23,A,D,"{'total_duration': 9419770990, 'load_duration': 39114797, 'prompt_eval_count': 617, 'prompt_eval_duration': 178595916, 'eval_count': 687, 'eval_duration': 9174900626}",0
24,T,A,"{'total_duration': 28023170285, 'load_duration': 40784118, 'prompt_eval_count': 701, 'prompt_eval_duration': 183953636, 'eval_count': 2000, 'eval_duration': 27772933830}",0
25,D,D,"{'total_duration': 6701057330, 'load_duration': 47873662, 'prompt_eval_count': 472, 'prompt_eval_duration': 80562103, 'eval_count': 494, 'eval_duration': 6552034534}",1
26,D,D,"{'total_duration': 9436691007, 'load_duration': 32504336, 'prompt_eval_count': 572, 'prompt_eval_duration': 147328369, 'eval_count': 686, 'eval_duration': 9240704040}",1
27,A,A,"{'total_duration': 4446215745, 'load_duration': 40722845, 'prompt_eval_count': 602, 'prompt_eval_duration': 157181694, 'eval_count': 318, 'eval_duration': 4226273006}",1
28,D,D,"{'total_duration': 15357838800, 'load_duration': 35432070, 'prompt_eval_count': 670, 'prompt_eval_duration': 185507193, 'eval_count': 1112, 'eval_duration': 15121077643}",1
29,D,C,"{'total_duration': 12924987976, 'load_duration': 51937736, 'prompt_eval_count': 569, 'prompt_eval_duration': 148721146, 'eval_count': 942, 'eval_duration': 12704797246}",0
30,D,D,"{'total_duration': 13152901349, 'load_duration': 45017713, 'prompt_eval_count': 635, 'prompt_eval_duration': 179982762, 'eval_count': 944, 'eval_duration': 12898148243}",1
31,D,C,"{'total_duration': 18424221802, 'load_duration': 41203603, 'prompt_eval_count': 492, 'prompt_eval_duration': 70834741, 'eval_count': 1345, 'eval_duration': 18288841652}",0
32,T,D,"{'total_duration': 28081056806, 'load_duration': 40635251, 'prompt_eval_count': 609, 'prompt_eval_duration': 156666190, 'eval_count': 2000, 'eval_duration': 27857857278}",0
33,T,B,"{'total_duration': 27857599119, 'load_duration': 45485531, 'prompt_eval_count': 514, 'prompt_eval_duration': 80483953, 'eval_count': 2000, 'eval_duration': 27713956333}",0
34,D,A,"{'total_duration': 15325407615, 'load_duration': 40629622, 'prompt_eval_count': 723, 'prompt_eval_duration': 191921330, 'eval_count': 1084, 'eval_duration': 15064842945}",0
35,A,A,"{'total_duration': 6667644748, 'load_duration': 36751419, 'prompt_eval_count': 514, 'prompt_eval_duration': 85930674, 'eval_count': 484, 'eval_duration': 6520436547}",1
36,C,D,"{'total_duration': 14449353458, 'load_duration': 40536487, 'prompt_eval_count': 486, 'prompt_eval_duration': 76727574, 'eval_count': 1056, 'eval_duration': 14316194176}",0
37,D,A,"{'total_duration': 7848799584, 'load_duration': 33771957, 'prompt_eval_count': 488, 'prompt_eval_duration': 73249328, 'eval_count': 583, 'eval_duration': 7725180799}",0
38,<,D,"{'total_duration': 27755906564, 'load_duration': 46479973, 'prompt_eval_count': 661, 'prompt_eval_duration': 183100022, 'eval_count': 2000, 'eval_duration': 27502993575}",0
39,A,A,"{'total_duration': 11201325574, 'load_duration': 40374769, 'prompt_eval_count': 522, 'prompt_eval_duration': 146700247, 'eval_count': 824, 'eval_duration': 10997061494}",1
40,C,C,"{'total_duration': 6796895501, 'load_duration': 45558520, 'prompt_eval_count': 655, 'prompt_eval_duration': 181001164, 'eval_count': 492, 'eval_duration': 6553700657}",1
41,C,C,"{'total_duration': 9617291307, 'load_duration': 39744341, 'prompt_eval_count': 771, 'prompt_eval_duration': 187852486, 'eval_count': 696, 'eval_duration': 9366372461}",1
42,A,A,"{'total_duration': 17879924163, 'load_duration': 35887492, 'prompt_eval_count': 656, 'prompt_eval_duration': 178719247, 'eval_count': 1291, 'eval_duration': 17638013487}",1
43,<,B,"{'total_duration': 27523442676, 'load_duration': 38270704, 'prompt_eval_count': 449, 'prompt_eval_duration': 73661917, 'eval_count': 2000, 'eval_duration': 27388705635}",0
44,C,A,"{'total_duration': 16999613637, 'load_duration': 42986597, 'prompt_eval_count': 642, 'prompt_eval_duration': 195011870, 'eval_count': 1210, 'eval_duration': 16733907475}",0
45,<,D,"{'total_duration': 27991287456, 'load_duration': 87229599, 'prompt_eval_count': 588, 'prompt_eval_duration': 157359244, 'eval_count': 2000, 'eval_duration': 27729910728}",0
46,C,C,"{'total_duration': 8740340351, 'load_duration': 36197944, 'prompt_eval_count': 561, 'prompt_eval_duration': 158957750, 'eval_count': 640, 'eval_duration': 8518879647}",1
47,A,A,"{'total_duration': 8752982565, 'load_duration': 47370854, 'prompt_eval_count': 618, 'prompt_eval_duration': 175861388, 'eval_count': 629, 'eval_duration': 8506326997}",1
48,B,B,"{'total_duration': 16180613053, 'load_duration': 34417274, 'prompt_eval_count': 565, 'prompt_eval_duration': 148018048, 'eval_count': 1189, 'eval_duration': 15981093741}",1
49,C,C,"{'total_duration': 6091361082, 'load_duration': 35728445, 'prompt_eval_count': 567, 'prompt_eval_duration': 151417401, 'eval_count': 442, 'eval_duration': 5879099264}",1
50,D,D,"{'total_duration': 4596453465, 'load_duration': 46268957, 'prompt_eval_count': 442, 'prompt_eval_duration': 71817915, 'eval_count': 335, 'eval_duration': 4459084481}",1
51,A,A,"{'total_duration': 9750781371, 'load_duration': 32817158, 'prompt_eval_count': 620, 'prompt_eval_duration': 175873015, 'eval_count': 705, 'eval_duration': 9515988029}",1
52,D,D,"{'total_duration': 10106856940, 'load_duration': 39952195, 'prompt_eval_count': 497, 'prompt_eval_duration': 70505459, 'eval_count': 743, 'eval_duration': 9975016918}",1
53,C,C,"{'total_duration': 6873436323, 'load_duration': 34131237, 'prompt_eval_count': 474, 'prompt_eval_duration': 78402386, 'eval_count': 505, 'eval_duration': 6743325199}",1
54,A,A,"{'total_duration': 6708962479, 'load_duration': 44466305, 'prompt_eval_count': 508, 'prompt_eval_duration': 67699562, 'eval_count': 485, 'eval_duration': 6575161722}",1
55,A,A,"{'total_duration': 4674869249, 'load_duration': 33883381, 'prompt_eval_count': 562, 'prompt_eval_duration': 154317192, 'eval_count': 335, 'eval_duration': 4462743420}",1
56,C,C,"{'total_duration': 12409440168, 'load_duration': 34453678, 'prompt_eval_count': 443, 'prompt_eval_duration': 72839103, 'eval_count': 908, 'eval_duration': 12277741424}",1
57,B,B,"{'total_duration': 13259033926, 'load_duration': 45696368, 'prompt_eval_count': 538, 'prompt_eval_duration': 80637905, 'eval_count': 973, 'eval_duration': 13116126452}",1
58,C,C,"{'total_duration': 12320365409, 'load_duration': 34696956, 'prompt_eval_count': 753, 'prompt_eval_duration': 187845116, 'eval_count': 886, 'eval_duration': 12066959823}",1
59,C,A,"{'total_duration': 9906444220, 'load_duration': 37048804, 'prompt_eval_count': 581, 'prompt_eval_duration': 153989023, 'eval_count': 720, 'eval_duration': 9693262842}",0
60,C,C,"{'total_duration': 9022381724, 'load_duration': 37137753, 'prompt_eval_count': 538, 'prompt_eval_duration': 89049922, 'eval_count': 660, 'eval_duration': 8871141275}",1
61,A,A,"{'total_duration': 5198498287, 'load_duration': 50801165, 'prompt_eval_count': 481, 'prompt_eval_duration': 65886393, 'eval_count': 379, 'eval_duration': 5067457935}",1
62,A,D,"{'total_duration': 16961679942, 'load_duration': 42611411, 'prompt_eval_count': 611, 'prompt_eval_duration': 158669096, 'eval_count': 1226, 'eval_duration': 16745293650}",0
63,A,A,"{'total_duration': 8413198809, 'load_duration': 43600006, 'prompt_eval_count': 682, 'prompt_eval_duration': 187221988, 'eval_count': 601, 'eval_duration': 8156221185}",1
64,T,A,"{'total_duration': 27927506367, 'load_duration': 35449152, 'prompt_eval_count': 594, 'prompt_eval_duration': 154183445, 'eval_count': 2000, 'eval_duration': 27712934029}",0
65,B,B,"{'total_duration': 4328005157, 'load_duration': 43262967, 'prompt_eval_count': 542, 'prompt_eval_duration': 156700415, 'eval_count': 316, 'eval_duration': 4102926752}",1
66,C,C,"{'total_duration': 11510774897, 'load_duration': 43406677, 'prompt_eval_count': 564, 'prompt_eval_duration': 146385654, 'eval_count': 834, 'eval_duration': 11296200681}",1
67,B,B,"{'total_duration': 7726698288, 'load_duration': 33246988, 'prompt_eval_count': 626, 'prompt_eval_duration': 180190163, 'eval_count': 558, 'eval_duration': 7485934840}",1
68,D,D,"{'total_duration': 8751491350, 'load_duration': 32699939, 'prompt_eval_count': 605, 'prompt_eval_duration': 156518265, 'eval_count': 636, 'eval_duration': 8536399581}",1
69,I,A,"{'total_duration': 27875501989, 'load_duration': 32233696, 'prompt_eval_count': 596, 'prompt_eval_duration': 150460778, 'eval_count': 2000, 'eval_duration': 27669559577}",0
70,A,A,"{'total_duration': 16465542585, 'load_duration': 35519985, 'prompt_eval_count': 764, 'prompt_eval_duration': 188825597, 'eval_count': 1171, 'eval_duration': 16213647933}",1
71,D,A,"{'total_duration': 15161743652, 'load_duration': 38647237, 'prompt_eval_count': 585, 'prompt_eval_duration': 162585221, 'eval_count': 1107, 'eval_duration': 14939185019}",0
72,C,C,"{'total_duration': 15310351937, 'load_duration': 48448746, 'prompt_eval_count': 796, 'prompt_eval_duration': 198124480, 'eval_count': 1083, 'eval_duration': 15044209467}",1
73,B,B,"{'total_duration': 15238787458, 'load_duration': 31031312, 'prompt_eval_count': 550, 'prompt_eval_duration': 80695600, 'eval_count': 1113, 'eval_duration': 15107356954}",1
74,A,C,"{'total_duration': 15516106425, 'load_duration': 41647867, 'prompt_eval_count': 643, 'prompt_eval_duration': 184957688, 'eval_count': 1112, 'eval_duration': 15259294045}",0
75,D,A,"{'total_duration': 6694429949, 'load_duration': 33794388, 'prompt_eval_count': 503, 'prompt_eval_duration': 78074740, 'eval_count': 491, 'eval_duration': 6554882946}",0
76,B,B,"{'total_duration': 6647420208, 'load_duration': 49948695, 'prompt_eval_count': 591, 'prompt_eval_duration': 156898868, 'eval_count': 485, 'eval_duration': 6422694722}",1
77,C,B,"{'total_duration': 12173434407, 'load_duration': 37799221, 'prompt_eval_count': 516, 'prompt_eval_duration': 76482313, 'eval_count': 892, 'eval_duration': 12041533664}",0
78,C,C,"{'total_duration': 19887718393, 'load_duration': 33262017, 'prompt_eval_count': 506, 'prompt_eval_duration': 78650686, 'eval_count': 1455, 'eval_duration': 19759376545}",1
79,C,C,"{'total_duration': 16922691728, 'load_duration': 42666611, 'prompt_eval_count': 647, 'prompt_eval_duration': 181043248, 'eval_count': 1221, 'eval_duration': 16666750209}",1
80,B,B,"{'total_duration': 10941542629, 'load_duration': 35096006, 'prompt_eval_count': 450, 'prompt_eval_duration': 70617359, 'eval_count': 802, 'eval_duration': 10814176694}",1
81,C,A,"{'total_duration': 6190504119, 'load_duration': 45540691, 'prompt_eval_count': 503, 'prompt_eval_duration': 72351720, 'eval_count': 454, 'eval_duration': 6053181972}",0
82,C,C,"{'total_duration': 8102959754, 'load_duration': 39459762, 'prompt_eval_count': 504, 'prompt_eval_duration': 71074856, 'eval_count': 596, 'eval_duration': 7970619849}",1
83,A,A,"{'total_duration': 10825016662, 'load_duration': 43834181, 'prompt_eval_count': 674, 'prompt_eval_duration': 182075857, 'eval_count': 774, 'eval_duration': 10569909919}",1
84,C,C,"{'total_duration': 9488915226, 'load_duration': 45026261, 'prompt_eval_count': 610, 'prompt_eval_duration': 159768425, 'eval_count': 687, 'eval_duration': 9259197293}",1
85,B,B,"{'total_duration': 7373061967, 'load_duration': 39308805, 'prompt_eval_count': 593, 'prompt_eval_duration': 156980336, 'eval_count': 540, 'eval_duration': 7156049799}",1
86,C,C,"{'total_duration': 6073411022, 'load_duration': 34284154, 'prompt_eval_count': 556, 'prompt_eval_duration': 143989430, 'eval_count': 443, 'eval_duration': 5872480663}",1
87,C,C,"{'total_duration': 7853718802, 'load_duration': 42583581, 'prompt_eval_count': 760, 'prompt_eval_duration': 182199802, 'eval_count': 565, 'eval_duration': 7602968835}",1
88,:,C,"{'total_duration': 27989717639, 'load_duration': 45218995, 'prompt_eval_count': 630, 'prompt_eval_duration': 190076502, 'eval_count': 1987, 'eval_duration': 27736239425}",0
89,I,B,"{'total_duration': 27956246698, 'load_duration': 46105832, 'prompt_eval_count': 622, 'prompt_eval_duration': 179991084, 'eval_count': 2000, 'eval_duration': 27702099344}",0
90,D,D,"{'total_duration': 11251337867, 'load_duration': 39454901, 'prompt_eval_count': 574, 'prompt_eval_duration': 159919109, 'eval_count': 820, 'eval_duration': 11030824171}",1
91,B,B,"{'total_duration': 8178717852, 'load_duration': 34411360, 'prompt_eval_count': 552, 'prompt_eval_duration': 85832553, 'eval_count': 597, 'eval_duration': 8030266628}",1
92,C,C,"{'total_duration': 13167105304, 'load_duration': 33462016, 'prompt_eval_count': 530, 'prompt_eval_duration': 74151150, 'eval_count': 968, 'eval_duration': 13044986898}",1
93,T,D,"{'total_duration': 27906635385, 'load_duration': 53366080, 'prompt_eval_count': 633, 'prompt_eval_duration': 182370479, 'eval_count': 2000, 'eval_duration': 27644381988}",0
94,T,C,"{'total_duration': 28022616808, 'load_duration': 49177556, 'prompt_eval_count': 626, 'prompt_eval_duration': 187183025, 'eval_count': 2000, 'eval_duration': 27760183733}",0
95,A,D,"{'total_duration': 10357260668, 'load_duration': 46351689, 'prompt_eval_count': 569, 'prompt_eval_duration': 154662217, 'eval_count': 755, 'eval_duration': 10134315922}",0
96,<,A,"{'total_duration': 27756088796, 'load_duration': 33990745, 'prompt_eval_count': 616, 'prompt_eval_duration': 152374718, 'eval_count': 2000, 'eval_duration': 27543847470}",0
97,B,B,"{'total_duration': 5738635172, 'load_duration': 43146181, 'prompt_eval_count': 509, 'prompt_eval_duration': 76025459, 'eval_count': 418, 'eval_duration': 5594619304}",1
98,A,B,"{'total_duration': 11574869018, 'load_duration': 41631230, 'prompt_eval_count': 493, 'prompt_eval_duration': 77870884, 'eval_count': 846, 'eval_duration': 11430883728}",0
99,B,B,"{'total_duration': 7023102798, 'load_duration': 35681998, 'prompt_eval_count': 501, 'prompt_eval_duration': 68784351, 'eval_count': 518, 'eval_duration': 6894959538}",1
