Q_idx,pred,real,usage,Correct_Ans
71,A,A,"{'completion_tokens': 2, 'prompt_tokens': 636, 'total_tokens': 638}",1
72,D,C,"{'completion_tokens': 2, 'prompt_tokens': 847, 'total_tokens': 849}",0
73,B,B,"{'completion_tokens': 2, 'prompt_tokens': 598, 'total_tokens': 600}",1
74,D,C,"{'completion_tokens': 2, 'prompt_tokens': 690, 'total_tokens': 692}",0
75,D,A,"{'completion_tokens': 2, 'prompt_tokens': 555, 'total_tokens': 557}",0
76,B,B,"{'completion_tokens': 2, 'prompt_tokens': 639, 'total_tokens': 641}",1
77,D,B,"{'completion_tokens': 2, 'prompt_tokens': 568, 'total_tokens': 570}",0
78,D,C,"{'completion_tokens': 2, 'prompt_tokens': 562, 'total_tokens': 564}",0
79,D,C,"{'completion_tokens': 2, 'prompt_tokens': 697, 'total_tokens': 699}",0
80,B,B,"{'completion_tokens': 2, 'prompt_tokens': 505, 'total_tokens': 507}",1
81,D,A,"{'completion_tokens': 2, 'prompt_tokens': 555, 'total_tokens': 557}",0
82,D,C,"{'completion_tokens': 2, 'prompt_tokens': 556, 'total_tokens': 558}",0
83,A,A,"{'completion_tokens': 2, 'prompt_tokens': 725, 'total_tokens': 727}",1
84,D,C,"{'completion_tokens': 2, 'prompt_tokens': 663, 'total_tokens': 665}",0
85,D,B,"{'completion_tokens': 2, 'prompt_tokens': 641, 'total_tokens': 643}",0
86,D,C,"{'completion_tokens': 2, 'prompt_tokens': 606, 'total_tokens': 608}",0
87,C,C,"{'completion_tokens': 2, 'prompt_tokens': 810, 'total_tokens': 812}",1
88,C,C,"{'completion_tokens': 2, 'prompt_tokens': 679, 'total_tokens': 681}",1
89,B,B,"{'completion_tokens': 2, 'prompt_tokens': 676, 'total_tokens': 678}",1
90,D,D,"{'completion_tokens': 2, 'prompt_tokens': 629, 'total_tokens': 631}",1
91,B,B,"{'completion_tokens': 2, 'prompt_tokens': 610, 'total_tokens': 612}",1
92,C,C,"{'completion_tokens': 2, 'prompt_tokens': 582, 'total_tokens': 584}",1
93,C,D,"{'completion_tokens': 2, 'prompt_tokens': 686, 'total_tokens': 688}",0
94,D,C,"{'completion_tokens': 2, 'prompt_tokens': 672, 'total_tokens': 674}",0
95,D,D,"{'completion_tokens': 2, 'prompt_tokens': 624, 'total_tokens': 626}",1
96,A,A,"{'completion_tokens': 2, 'prompt_tokens': 667, 'total_tokens': 669}",1
97,B,B,"{'completion_tokens': 2, 'prompt_tokens': 562, 'total_tokens': 564}",1
98,B,B,"{'completion_tokens': 2, 'prompt_tokens': 540, 'total_tokens': 542}",1
99,D,B,"{'completion_tokens': 2, 'prompt_tokens': 554, 'total_tokens': 556}",0
