Q_idx,pred,real,usage,Correct_Ans
39,D,A,"{'completion_tokens': 9, 'prompt_tokens': 522, 'total_tokens': 531}",0
40,B,C,"{'completion_tokens': 17, 'prompt_tokens': 655, 'total_tokens': 672}",0
41,C,C,"{'completion_tokens': 9, 'prompt_tokens': 771, 'total_tokens': 780}",1
42,D,A,"{'completion_tokens': 16, 'prompt_tokens': 656, 'total_tokens': 672}",0
43,D,B,"{'completion_tokens': 13, 'prompt_tokens': 449, 'total_tokens': 462}",0
44,D,A,"{'completion_tokens': 15, 'prompt_tokens': 642, 'total_tokens': 657}",0
45,A,D,"{'completion_tokens': 12, 'prompt_tokens': 588, 'total_tokens': 600}",0
46,C,C,"{'completion_tokens': 9, 'prompt_tokens': 561, 'total_tokens': 570}",1
47,D,A,"{'completion_tokens': 19, 'prompt_tokens': 618, 'total_tokens': 637}",0
48,A,B,"{'completion_tokens': 9, 'prompt_tokens': 565, 'total_tokens': 574}",0
49,C,C,"{'completion_tokens': 17, 'prompt_tokens': 567, 'total_tokens': 584}",1
50,D,D,"{'completion_tokens': 18, 'prompt_tokens': 442, 'total_tokens': 460}",1
51,A,A,"{'completion_tokens': 9, 'prompt_tokens': 620, 'total_tokens': 629}",1
52,D,D,"{'completion_tokens': 9, 'prompt_tokens': 497, 'total_tokens': 506}",1
53,C,C,"{'completion_tokens': 13, 'prompt_tokens': 474, 'total_tokens': 487}",1
54,C,A,"{'completion_tokens': 315, 'prompt_tokens': 508, 'total_tokens': 823}",0
55,<,A,"{'completion_tokens': 269, 'prompt_tokens': 562, 'total_tokens': 831}",0
56,A,C,"{'completion_tokens': 16, 'prompt_tokens': 443, 'total_tokens': 459}",0
57,A,B,"{'completion_tokens': 13, 'prompt_tokens': 538, 'total_tokens': 551}",0
58,C,C,"{'completion_tokens': 20, 'prompt_tokens': 753, 'total_tokens': 773}",1
59,D,A,"{'completion_tokens': 28, 'prompt_tokens': 581, 'total_tokens': 609}",0
60,D,C,"{'completion_tokens': 9, 'prompt_tokens': 538, 'total_tokens': 547}",0
61,C,A,"{'completion_tokens': 8, 'prompt_tokens': 481, 'total_tokens': 489}",0
62,N,D,"{'completion_tokens': 11, 'prompt_tokens': 611, 'total_tokens': 622}",0
63,A,A,"{'completion_tokens': 21, 'prompt_tokens': 682, 'total_tokens': 703}",1
64,C,A,"{'completion_tokens': 9, 'prompt_tokens': 594, 'total_tokens': 603}",0
65,D,B,"{'completion_tokens': 9, 'prompt_tokens': 542, 'total_tokens': 551}",0
66,A,C,"{'completion_tokens': 9, 'prompt_tokens': 564, 'total_tokens': 573}",0
67,B,B,"{'completion_tokens': 9, 'prompt_tokens': 626, 'total_tokens': 635}",1
68,A,D,"{'completion_tokens': 14, 'prompt_tokens': 605, 'total_tokens': 619}",0
69,A,A,"{'completion_tokens': 14, 'prompt_tokens': 596, 'total_tokens': 610}",1
70,C,A,"{'completion_tokens': 9, 'prompt_tokens': 764, 'total_tokens': 773}",0
71,C,A,"{'completion_tokens': 9, 'prompt_tokens': 585, 'total_tokens': 594}",0
72,C,C,"{'completion_tokens': 23, 'prompt_tokens': 796, 'total_tokens': 819}",1
73,:,B,"{'completion_tokens': 16, 'prompt_tokens': 550, 'total_tokens': 566}",0
74,C,C,"{'completion_tokens': 9, 'prompt_tokens': 643, 'total_tokens': 652}",1
75,D,A,"{'completion_tokens': 13, 'prompt_tokens': 503, 'total_tokens': 516}",0
76,C,B,"{'completion_tokens': 12, 'prompt_tokens': 591, 'total_tokens': 603}",0
77,D,B,"{'completion_tokens': 16, 'prompt_tokens': 516, 'total_tokens': 532}",0
78,D,C,"{'completion_tokens': 16, 'prompt_tokens': 506, 'total_tokens': 522}",0
79,D,C,"{'completion_tokens': 24, 'prompt_tokens': 647, 'total_tokens': 671}",0
80,A,B,"{'completion_tokens': 9, 'prompt_tokens': 450, 'total_tokens': 459}",0
81,D,A,"{'completion_tokens': 14, 'prompt_tokens': 503, 'total_tokens': 517}",0
82,D,C,"{'completion_tokens': 14, 'prompt_tokens': 504, 'total_tokens': 518}",0
83,E,A,"{'completion_tokens': 15, 'prompt_tokens': 674, 'total_tokens': 689}",0
84,D,C,"{'completion_tokens': 22, 'prompt_tokens': 610, 'total_tokens': 632}",0
85,B,B,"{'completion_tokens': 9, 'prompt_tokens': 593, 'total_tokens': 602}",1
86,B,C,"{'completion_tokens': 942, 'prompt_tokens': 556, 'total_tokens': 1498}",0
87,C,C,"{'completion_tokens': 9, 'prompt_tokens': 760, 'total_tokens': 769}",1
88,C,C,"{'completion_tokens': 9, 'prompt_tokens': 630, 'total_tokens': 639}",1
89,A,B,"{'completion_tokens': 13, 'prompt_tokens': 622, 'total_tokens': 635}",0
90,D,D,"{'completion_tokens': 14, 'prompt_tokens': 574, 'total_tokens': 588}",1
91,B,B,"{'completion_tokens': 9, 'prompt_tokens': 552, 'total_tokens': 561}",1
92,A,C,"{'completion_tokens': 9, 'prompt_tokens': 530, 'total_tokens': 539}",0
93,A,D,"{'completion_tokens': 9, 'prompt_tokens': 633, 'total_tokens': 642}",0
94,B,C,"{'completion_tokens': 26, 'prompt_tokens': 626, 'total_tokens': 652}",0
95,C,D,"{'completion_tokens': 16, 'prompt_tokens': 569, 'total_tokens': 585}",0
96,A,A,"{'completion_tokens': 9, 'prompt_tokens': 616, 'total_tokens': 625}",1
97,D,B,"{'completion_tokens': 19, 'prompt_tokens': 509, 'total_tokens': 528}",0
98,D,B,"{'completion_tokens': 14, 'prompt_tokens': 493, 'total_tokens': 507}",0
99,R,B,"{'completion_tokens': 12, 'prompt_tokens': 501, 'total_tokens': 513}",0
