Q_idx,pred,real,usage,Correct_Ans
38,C,D,"{'completion_tokens': 11, 'prompt_tokens': 661, 'total_tokens': 672}",0
39,D,A,"{'completion_tokens': 22, 'prompt_tokens': 522, 'total_tokens': 544}",0
40,C,C,"{'completion_tokens': 17, 'prompt_tokens': 655, 'total_tokens': 672}",1
41,C,C,"{'completion_tokens': 11, 'prompt_tokens': 771, 'total_tokens': 782}",1
42,A,A,"{'completion_tokens': 13, 'prompt_tokens': 656, 'total_tokens': 669}",1
43,A,B,"{'completion_tokens': 13, 'prompt_tokens': 449, 'total_tokens': 462}",0
44,C,A,"{'completion_tokens': 15, 'prompt_tokens': 642, 'total_tokens': 657}",0
45,A,D,"{'completion_tokens': 9, 'prompt_tokens': 588, 'total_tokens': 597}",0
46,C,C,"{'completion_tokens': 10, 'prompt_tokens': 561, 'total_tokens': 571}",1
47,A,A,"{'completion_tokens': 17, 'prompt_tokens': 618, 'total_tokens': 635}",1
48,B,B,"{'completion_tokens': 12, 'prompt_tokens': 565, 'total_tokens': 577}",1
49,C,C,"{'completion_tokens': 19, 'prompt_tokens': 567, 'total_tokens': 586}",1
50,D,D,"{'completion_tokens': 15, 'prompt_tokens': 442, 'total_tokens': 457}",1
51,D,A,"{'completion_tokens': 12, 'prompt_tokens': 620, 'total_tokens': 632}",0
52,D,D,"{'completion_tokens': 14, 'prompt_tokens': 497, 'total_tokens': 511}",1
53,C,C,"{'completion_tokens': 10, 'prompt_tokens': 474, 'total_tokens': 484}",1
54,A,A,"{'completion_tokens': 14, 'prompt_tokens': 508, 'total_tokens': 522}",1
55,A,A,"{'completion_tokens': 14, 'prompt_tokens': 562, 'total_tokens': 576}",1
56,C,C,"{'completion_tokens': 12, 'prompt_tokens': 443, 'total_tokens': 455}",1
57,C,B,"{'completion_tokens': 9, 'prompt_tokens': 538, 'total_tokens': 547}",0
58,C,C,"{'completion_tokens': 13, 'prompt_tokens': 753, 'total_tokens': 766}",1
59,C,A,"{'completion_tokens': 21, 'prompt_tokens': 581, 'total_tokens': 602}",0
60,C,C,"{'completion_tokens': 11, 'prompt_tokens': 538, 'total_tokens': 549}",1
61,A,A,"{'completion_tokens': 10, 'prompt_tokens': 481, 'total_tokens': 491}",1
62,D,D,"{'completion_tokens': 10, 'prompt_tokens': 611, 'total_tokens': 621}",1
63,A,A,"{'completion_tokens': 18, 'prompt_tokens': 682, 'total_tokens': 700}",1
64,A,A,"{'completion_tokens': 14, 'prompt_tokens': 594, 'total_tokens': 608}",1
65,B,B,"{'completion_tokens': 15, 'prompt_tokens': 542, 'total_tokens': 557}",1
66,C,C,"{'completion_tokens': 12, 'prompt_tokens': 564, 'total_tokens': 576}",1
67,B,B,"{'completion_tokens': 17, 'prompt_tokens': 626, 'total_tokens': 643}",1
68,D,D,"{'completion_tokens': 10, 'prompt_tokens': 605, 'total_tokens': 615}",1
69,D,A,"{'completion_tokens': 18, 'prompt_tokens': 596, 'total_tokens': 614}",0
70,A,A,"{'completion_tokens': 14, 'prompt_tokens': 764, 'total_tokens': 778}",1
71,A,A,"{'completion_tokens': 11, 'prompt_tokens': 585, 'total_tokens': 596}",1
72,B,C,"{'completion_tokens': 16, 'prompt_tokens': 796, 'total_tokens': 812}",0
73,B,B,"{'completion_tokens': 10, 'prompt_tokens': 550, 'total_tokens': 560}",1
74,A,C,"{'completion_tokens': 13, 'prompt_tokens': 643, 'total_tokens': 656}",0
75,C,A,"{'completion_tokens': 10, 'prompt_tokens': 503, 'total_tokens': 513}",0
76,B,B,"{'completion_tokens': 12, 'prompt_tokens': 591, 'total_tokens': 603}",1
77,C,B,"{'completion_tokens': 13, 'prompt_tokens': 516, 'total_tokens': 529}",0
78,C,C,"{'completion_tokens': 12, 'prompt_tokens': 506, 'total_tokens': 518}",1
79,C,C,"{'completion_tokens': 22, 'prompt_tokens': 647, 'total_tokens': 669}",1
80,B,B,"{'completion_tokens': 14, 'prompt_tokens': 450, 'total_tokens': 464}",1
81,D,A,"{'completion_tokens': 11, 'prompt_tokens': 503, 'total_tokens': 514}",0
82,D,C,"{'completion_tokens': 11, 'prompt_tokens': 504, 'total_tokens': 515}",0
83,A,A,"{'completion_tokens': 11, 'prompt_tokens': 674, 'total_tokens': 685}",1
84,C,C,"{'completion_tokens': 17, 'prompt_tokens': 610, 'total_tokens': 627}",1
85,B,B,"{'completion_tokens': 15, 'prompt_tokens': 593, 'total_tokens': 608}",1
86,C,C,"{'completion_tokens': 11, 'prompt_tokens': 556, 'total_tokens': 567}",1
87,C,C,"{'completion_tokens': 13, 'prompt_tokens': 760, 'total_tokens': 773}",1
88,A,C,"{'completion_tokens': 11, 'prompt_tokens': 630, 'total_tokens': 641}",0
89,B,B,"{'completion_tokens': 14, 'prompt_tokens': 622, 'total_tokens': 636}",1
90,D,D,"{'completion_tokens': 11, 'prompt_tokens': 574, 'total_tokens': 585}",1
91,B,B,"{'completion_tokens': 31, 'prompt_tokens': 552, 'total_tokens': 583}",1
92,C,C,"{'completion_tokens': 10, 'prompt_tokens': 530, 'total_tokens': 540}",1
93,C,D,"{'completion_tokens': 9, 'prompt_tokens': 633, 'total_tokens': 642}",0
94,C,C,"{'completion_tokens': 23, 'prompt_tokens': 626, 'total_tokens': 649}",1
95,A,D,"{'completion_tokens': 10, 'prompt_tokens': 569, 'total_tokens': 579}",0
96,D,A,"{'completion_tokens': 11, 'prompt_tokens': 616, 'total_tokens': 627}",0
97,B,B,"{'completion_tokens': 11, 'prompt_tokens': 509, 'total_tokens': 520}",1
98,B,B,"{'completion_tokens': 12, 'prompt_tokens': 493, 'total_tokens': 505}",1
99,B,B,"{'completion_tokens': 12, 'prompt_tokens': 501, 'total_tokens': 513}",1
