Q_idx,pred,real,usage,Correct_Ans
25,D,D,"{'completion_tokens': 13, 'prompt_tokens': 172, 'total_tokens': 185}",1
26,D,D,"{'completion_tokens': 9, 'prompt_tokens': 272, 'total_tokens': 281}",1
27,A,A,"{'completion_tokens': 347, 'prompt_tokens': 302, 'total_tokens': 649}",1
28,D,D,"{'completion_tokens': 21, 'prompt_tokens': 370, 'total_tokens': 391}",1
29,C,C,"{'completion_tokens': 8, 'prompt_tokens': 269, 'total_tokens': 277}",1
30,D,D,"{'completion_tokens': 8, 'prompt_tokens': 335, 'total_tokens': 343}",1
31,A,C,"{'completion_tokens': 20, 'prompt_tokens': 192, 'total_tokens': 212}",0
32,C,D,"{'completion_tokens': 13, 'prompt_tokens': 309, 'total_tokens': 322}",0
33,D,B,"{'completion_tokens': 17, 'prompt_tokens': 214, 'total_tokens': 231}",0
34,D,A,"{'completion_tokens': 882, 'prompt_tokens': 423, 'total_tokens': 1305}",0
35,A,A,"{'completion_tokens': 9, 'prompt_tokens': 214, 'total_tokens': 223}",1
36,D,D,"{'completion_tokens': 9, 'prompt_tokens': 186, 'total_tokens': 195}",1
37,A,A,"{'completion_tokens': 15, 'prompt_tokens': 188, 'total_tokens': 203}",1
38,C,D,"{'completion_tokens': 14, 'prompt_tokens': 361, 'total_tokens': 375}",0
39,A,A,"{'completion_tokens': 15, 'prompt_tokens': 222, 'total_tokens': 237}",1
40,C,C,"{'completion_tokens': 735, 'prompt_tokens': 355, 'total_tokens': 1090}",1
41,C,C,"{'completion_tokens': 8, 'prompt_tokens': 471, 'total_tokens': 479}",1
42,A,A,"{'completion_tokens': 16, 'prompt_tokens': 356, 'total_tokens': 372}",1
43,C,B,"{'completion_tokens': 8, 'prompt_tokens': 149, 'total_tokens': 157}",0
44,A,A,"{'completion_tokens': 9, 'prompt_tokens': 342, 'total_tokens': 351}",1
45,:,D,"{'completion_tokens': 15, 'prompt_tokens': 288, 'total_tokens': 303}",0
46,C,C,"{'completion_tokens': 378, 'prompt_tokens': 261, 'total_tokens': 639}",1
47,A,A,"{'completion_tokens': 9, 'prompt_tokens': 318, 'total_tokens': 327}",1
48,B,B,"{'completion_tokens': 8, 'prompt_tokens': 265, 'total_tokens': 273}",1
49,C,C,"{'completion_tokens': 8, 'prompt_tokens': 267, 'total_tokens': 275}",1
50,D,D,"{'completion_tokens': 8, 'prompt_tokens': 142, 'total_tokens': 150}",1
51,A,A,"{'completion_tokens': 13, 'prompt_tokens': 320, 'total_tokens': 333}",1
52,D,D,"{'completion_tokens': 17, 'prompt_tokens': 197, 'total_tokens': 214}",1
53,C,C,"{'completion_tokens': 13, 'prompt_tokens': 174, 'total_tokens': 187}",1
54,A,A,"{'completion_tokens': 17, 'prompt_tokens': 208, 'total_tokens': 225}",1
55,A,A,"{'completion_tokens': 8, 'prompt_tokens': 262, 'total_tokens': 270}",1
56,C,C,"{'completion_tokens': 8, 'prompt_tokens': 143, 'total_tokens': 151}",1
57,C,B,"{'completion_tokens': 9, 'prompt_tokens': 238, 'total_tokens': 247}",0
58,C,C,"{'completion_tokens': 16, 'prompt_tokens': 453, 'total_tokens': 469}",1
59,C,A,"{'completion_tokens': 9, 'prompt_tokens': 281, 'total_tokens': 290}",0
60,B,C,"{'completion_tokens': 16, 'prompt_tokens': 238, 'total_tokens': 254}",0
61,A,A,"{'completion_tokens': 8, 'prompt_tokens': 181, 'total_tokens': 189}",1
62,A,D,"{'completion_tokens': 9, 'prompt_tokens': 311, 'total_tokens': 320}",0
63,C,A,"{'completion_tokens': 9, 'prompt_tokens': 382, 'total_tokens': 391}",0
64,C,A,"{'completion_tokens': 9, 'prompt_tokens': 294, 'total_tokens': 303}",0
65,B,B,"{'completion_tokens': 9, 'prompt_tokens': 242, 'total_tokens': 251}",1
66,C,C,"{'completion_tokens': 8, 'prompt_tokens': 264, 'total_tokens': 272}",1
67,B,B,"{'completion_tokens': 20, 'prompt_tokens': 326, 'total_tokens': 346}",1
68,C,D,"{'completion_tokens': 8, 'prompt_tokens': 305, 'total_tokens': 313}",0
69,A,A,"{'completion_tokens': 8, 'prompt_tokens': 296, 'total_tokens': 304}",1
70,A,A,"{'completion_tokens': 9, 'prompt_tokens': 464, 'total_tokens': 473}",1
71,A,A,"{'completion_tokens': 8, 'prompt_tokens': 285, 'total_tokens': 293}",1
72,C,C,"{'completion_tokens': 8, 'prompt_tokens': 496, 'total_tokens': 504}",1
73,C,B,"{'completion_tokens': 9, 'prompt_tokens': 250, 'total_tokens': 259}",0
74,C,C,"{'completion_tokens': 9, 'prompt_tokens': 343, 'total_tokens': 352}",1
75,D,A,"{'completion_tokens': 9, 'prompt_tokens': 203, 'total_tokens': 212}",0
76,B,B,"{'completion_tokens': 8, 'prompt_tokens': 291, 'total_tokens': 299}",1
77,C,B,"{'completion_tokens': 16, 'prompt_tokens': 216, 'total_tokens': 232}",0
78,B,C,"{'completion_tokens': 16, 'prompt_tokens': 206, 'total_tokens': 222}",0
79,:,C,"{'completion_tokens': 9, 'prompt_tokens': 347, 'total_tokens': 356}",0
80,D,B,"{'completion_tokens': 17, 'prompt_tokens': 150, 'total_tokens': 167}",0
81,C,A,"{'completion_tokens': 8, 'prompt_tokens': 203, 'total_tokens': 211}",0
82,C,C,"{'completion_tokens': 15, 'prompt_tokens': 204, 'total_tokens': 219}",1
83,A,A,"{'completion_tokens': 9, 'prompt_tokens': 374, 'total_tokens': 383}",1
84,C,C,"{'completion_tokens': 20, 'prompt_tokens': 310, 'total_tokens': 330}",1
85,B,B,"{'completion_tokens': 18, 'prompt_tokens': 293, 'total_tokens': 311}",1
86,C,C,"{'completion_tokens': 9, 'prompt_tokens': 256, 'total_tokens': 265}",1
87,C,C,"{'completion_tokens': 8, 'prompt_tokens': 460, 'total_tokens': 468}",1
88,D,C,"{'completion_tokens': 16, 'prompt_tokens': 330, 'total_tokens': 346}",0
89,A,B,"{'completion_tokens': 8, 'prompt_tokens': 322, 'total_tokens': 330}",0
90,B,D,"{'completion_tokens': 14, 'prompt_tokens': 274, 'total_tokens': 288}",0
91,B,B,"{'completion_tokens': 9, 'prompt_tokens': 252, 'total_tokens': 261}",1
92,C,C,"{'completion_tokens': 13, 'prompt_tokens': 230, 'total_tokens': 243}",1
93,C,D,"{'completion_tokens': 9, 'prompt_tokens': 333, 'total_tokens': 342}",0
94,C,C,"{'completion_tokens': 8, 'prompt_tokens': 326, 'total_tokens': 334}",1
95,:,D,"{'completion_tokens': 9, 'prompt_tokens': 269, 'total_tokens': 278}",0
96,C,A,"{'completion_tokens': 9, 'prompt_tokens': 316, 'total_tokens': 325}",0
97,B,B,"{'completion_tokens': 9, 'prompt_tokens': 209, 'total_tokens': 218}",1
98,B,B,"{'completion_tokens': 15, 'prompt_tokens': 193, 'total_tokens': 208}",1
99,B,B,"{'completion_tokens': 13, 'prompt_tokens': 201, 'total_tokens': 214}",1
