Q_idx,pred,real,usage,Correct_Ans
53,C,C,"{'completion_tokens': 10, 'prompt_tokens': 174, 'total_tokens': 184}",1
54,A,A,"{'completion_tokens': 14, 'prompt_tokens': 208, 'total_tokens': 222}",1
55,A,A,"{'completion_tokens': 14, 'prompt_tokens': 262, 'total_tokens': 276}",1
56,C,C,"{'completion_tokens': 12, 'prompt_tokens': 143, 'total_tokens': 155}",1
57,C,B,"{'completion_tokens': 9, 'prompt_tokens': 238, 'total_tokens': 247}",0
58,C,C,"{'completion_tokens': 13, 'prompt_tokens': 453, 'total_tokens': 466}",1
59,C,A,"{'completion_tokens': 6, 'prompt_tokens': 281, 'total_tokens': 287}",0
60,C,C,"{'completion_tokens': 11, 'prompt_tokens': 238, 'total_tokens': 249}",1
61,A,A,"{'completion_tokens': 10, 'prompt_tokens': 181, 'total_tokens': 191}",1
62,A,D,"{'completion_tokens': 10, 'prompt_tokens': 311, 'total_tokens': 321}",0
63,A,A,"{'completion_tokens': 18, 'prompt_tokens': 382, 'total_tokens': 400}",1
64,A,A,"{'completion_tokens': 6, 'prompt_tokens': 294, 'total_tokens': 300}",1
65,B,B,"{'completion_tokens': 15, 'prompt_tokens': 242, 'total_tokens': 257}",1
66,C,C,"{'completion_tokens': 12, 'prompt_tokens': 264, 'total_tokens': 276}",1
67,B,B,"{'completion_tokens': 17, 'prompt_tokens': 326, 'total_tokens': 343}",1
68,C,D,"{'completion_tokens': 12, 'prompt_tokens': 305, 'total_tokens': 317}",0
69,B,A,"{'completion_tokens': 12, 'prompt_tokens': 296, 'total_tokens': 308}",0
70,A,A,"{'completion_tokens': 14, 'prompt_tokens': 464, 'total_tokens': 478}",1
71,A,A,"{'completion_tokens': 11, 'prompt_tokens': 285, 'total_tokens': 296}",1
72,B,C,"{'completion_tokens': 16, 'prompt_tokens': 496, 'total_tokens': 512}",0
73,B,B,"{'completion_tokens': 10, 'prompt_tokens': 250, 'total_tokens': 260}",1
74,A,C,"{'completion_tokens': 10, 'prompt_tokens': 343, 'total_tokens': 353}",0
75,D,A,"{'completion_tokens': 10, 'prompt_tokens': 203, 'total_tokens': 213}",0
76,B,B,"{'completion_tokens': 12, 'prompt_tokens': 291, 'total_tokens': 303}",1
77,B,B,"{'completion_tokens': 18, 'prompt_tokens': 216, 'total_tokens': 234}",1
78,C,C,"{'completion_tokens': 15, 'prompt_tokens': 206, 'total_tokens': 221}",1
79,C,C,"{'completion_tokens': 22, 'prompt_tokens': 347, 'total_tokens': 369}",1
80,B,B,"{'completion_tokens': 14, 'prompt_tokens': 150, 'total_tokens': 164}",1
81,C,A,"{'completion_tokens': 13, 'prompt_tokens': 203, 'total_tokens': 216}",0
82,D,C,"{'completion_tokens': 11, 'prompt_tokens': 204, 'total_tokens': 215}",0
83,A,A,"{'completion_tokens': 11, 'prompt_tokens': 374, 'total_tokens': 385}",1
84,C,C,"{'completion_tokens': 17, 'prompt_tokens': 310, 'total_tokens': 327}",1
85,B,B,"{'completion_tokens': 15, 'prompt_tokens': 293, 'total_tokens': 308}",1
86,C,C,"{'completion_tokens': 11, 'prompt_tokens': 256, 'total_tokens': 267}",1
87,C,C,"{'completion_tokens': 13, 'prompt_tokens': 460, 'total_tokens': 473}",1
88,A,C,"{'completion_tokens': 11, 'prompt_tokens': 330, 'total_tokens': 341}",0
89,B,B,"{'completion_tokens': 14, 'prompt_tokens': 322, 'total_tokens': 336}",1
90,D,D,"{'completion_tokens': 11, 'prompt_tokens': 274, 'total_tokens': 285}",1
91,B,B,"{'completion_tokens': 6, 'prompt_tokens': 252, 'total_tokens': 258}",1
92,C,C,"{'completion_tokens': 10, 'prompt_tokens': 230, 'total_tokens': 240}",1
93,C,D,"{'completion_tokens': 9, 'prompt_tokens': 333, 'total_tokens': 342}",0
94,C,C,"{'completion_tokens': 23, 'prompt_tokens': 326, 'total_tokens': 349}",1
95,A,D,"{'completion_tokens': 10, 'prompt_tokens': 269, 'total_tokens': 279}",0
96,A,A,"{'completion_tokens': 10, 'prompt_tokens': 316, 'total_tokens': 326}",1
97,B,B,"{'completion_tokens': 11, 'prompt_tokens': 209, 'total_tokens': 220}",1
98,B,B,"{'completion_tokens': 12, 'prompt_tokens': 193, 'total_tokens': 205}",1
99,B,B,"{'completion_tokens': 12, 'prompt_tokens': 201, 'total_tokens': 213}",1
