Q_idx,pred,real,usage,Correct_Ans
24,D,A,"{'total_duration': 10550001778, 'load_duration': 34643592, 'prompt_eval_count': 401, 'prompt_eval_duration': 29140707, 'eval_count': 1205, 'eval_duration': 10460243331}",0
25,*,D,"{'total_duration': 17279640697, 'load_duration': 37006087, 'prompt_eval_count': 172, 'prompt_eval_duration': 32805987, 'eval_count': 2000, 'eval_duration': 17188455308}",0
26,D,D,"{'total_duration': 2858716444, 'load_duration': 43417807, 'prompt_eval_count': 272, 'prompt_eval_duration': 23229342, 'eval_count': 339, 'eval_duration': 2778116332}",1
27,B,A,"{'total_duration': 5179795869, 'load_duration': 45653349, 'prompt_eval_count': 302, 'prompt_eval_duration': 17945272, 'eval_count': 597, 'eval_duration': 5104617261}",0
28,D,D,"{'total_duration': 8083923015, 'load_duration': 31403687, 'prompt_eval_count': 370, 'prompt_eval_duration': 26394407, 'eval_count': 949, 'eval_duration': 8007514153}",1
29,B,C,"{'total_duration': 3053163232, 'load_duration': 33862382, 'prompt_eval_count': 269, 'prompt_eval_duration': 21718631, 'eval_count': 331, 'eval_duration': 2984044524}",0
30,*,D,"{'total_duration': 17643869499, 'load_duration': 49819741, 'prompt_eval_count': 335, 'prompt_eval_duration': 27977106, 'eval_count': 2000, 'eval_duration': 17548667087}",0
31,B,C,"{'total_duration': 4566561272, 'load_duration': 35357574, 'prompt_eval_count': 192, 'prompt_eval_duration': 27937812, 'eval_count': 517, 'eval_duration': 4484303660}",0
32,C,D,"{'total_duration': 4280865665, 'load_duration': 49876197, 'prompt_eval_count': 309, 'prompt_eval_duration': 22597357, 'eval_count': 479, 'eval_duration': 4187416312}",0
33,D,B,"{'total_duration': 3166074058, 'load_duration': 36055054, 'prompt_eval_count': 214, 'prompt_eval_duration': 21726527, 'eval_count': 350, 'eval_duration': 3090340434}",0
34,B,A,"{'total_duration': 9300330171, 'load_duration': 48126778, 'prompt_eval_count': 423, 'prompt_eval_duration': 22515562, 'eval_count': 1028, 'eval_duration': 9207617475}",0
35,C,A,"{'total_duration': 3617737976, 'load_duration': 34860721, 'prompt_eval_count': 214, 'prompt_eval_duration': 27447541, 'eval_count': 400, 'eval_duration': 3531808553}",0
36,C,D,"{'total_duration': 2466069248, 'load_duration': 51258642, 'prompt_eval_count': 186, 'prompt_eval_duration': 32585969, 'eval_count': 292, 'eval_duration': 2362831061}",0
37,B,A,"{'total_duration': 3070842971, 'load_duration': 35307364, 'prompt_eval_count': 188, 'prompt_eval_duration': 27916872, 'eval_count': 367, 'eval_duration': 2988393559}",0
38,D,D,"{'total_duration': 10293518947, 'load_duration': 33517396, 'prompt_eval_count': 361, 'prompt_eval_duration': 16660549, 'eval_count': 1166, 'eval_duration': 10221586487}",1
39,D,A,"{'total_duration': 5225277391, 'load_duration': 52020156, 'prompt_eval_count': 222, 'prompt_eval_duration': 28257052, 'eval_count': 614, 'eval_duration': 5131941128}",0
40,B,C,"{'total_duration': 4386136474, 'load_duration': 36670137, 'prompt_eval_count': 355, 'prompt_eval_duration': 26511088, 'eval_count': 503, 'eval_duration': 4301509518}",0
41,C,C,"{'total_duration': 2725234719, 'load_duration': 34740503, 'prompt_eval_count': 471, 'prompt_eval_duration': 22895173, 'eval_count': 297, 'eval_duration': 2646115952}",1
42,B,A,"{'total_duration': 2750154703, 'load_duration': 33063599, 'prompt_eval_count': 356, 'prompt_eval_duration': 17899544, 'eval_count': 327, 'eval_duration': 2680713534}",0
43,C,B,"{'total_duration': 7593770013, 'load_duration': 37523699, 'prompt_eval_count': 149, 'prompt_eval_duration': 25110581, 'eval_count': 862, 'eval_duration': 7520630455}",0
44,B,A,"{'total_duration': 4745660718, 'load_duration': 38758130, 'prompt_eval_count': 342, 'prompt_eval_duration': 23230806, 'eval_count': 553, 'eval_duration': 4663053399}",0
45,B,D,"{'total_duration': 7941817860, 'load_duration': 32051285, 'prompt_eval_count': 288, 'prompt_eval_duration': 21610886, 'eval_count': 919, 'eval_duration': 7867641894}",0
46,<,C,"{'total_duration': 17608466728, 'load_duration': 27368652, 'prompt_eval_count': 261, 'prompt_eval_duration': 18069156, 'eval_count': 2000, 'eval_duration': 17546485594}",0
47,A,A,"{'total_duration': 4400451584, 'load_duration': 36172152, 'prompt_eval_count': 318, 'prompt_eval_duration': 21850055, 'eval_count': 504, 'eval_duration': 4318679912}",1
48,C,B,"{'total_duration': 8353772959, 'load_duration': 46543860, 'prompt_eval_count': 265, 'prompt_eval_duration': 23035851, 'eval_count': 973, 'eval_duration': 8261324781}",0
49,D,C,"{'total_duration': 3253063451, 'load_duration': 37741159, 'prompt_eval_count': 267, 'prompt_eval_duration': 20084166, 'eval_count': 369, 'eval_duration': 3183348695}",0
50,D,D,"{'total_duration': 2845209594, 'load_duration': 32931576, 'prompt_eval_count': 142, 'prompt_eval_duration': 19131607, 'eval_count': 316, 'eval_duration': 2773885209}",1
51,A,A,"{'total_duration': 3900840635, 'load_duration': 32823979, 'prompt_eval_count': 320, 'prompt_eval_duration': 19386815, 'eval_count': 431, 'eval_duration': 3835207101}",1
52,A,D,"{'total_duration': 9297286107, 'load_duration': 33979691, 'prompt_eval_count': 197, 'prompt_eval_duration': 30011071, 'eval_count': 1074, 'eval_duration': 9219959892}",0
53,C,C,"{'total_duration': 10614986053, 'load_duration': 42601383, 'prompt_eval_count': 174, 'prompt_eval_duration': 30448468, 'eval_count': 1219, 'eval_duration': 10521754338}",1
54,A,A,"{'total_duration': 2335877209, 'load_duration': 42712678, 'prompt_eval_count': 208, 'prompt_eval_duration': 34788524, 'eval_count': 272, 'eval_duration': 2237324858}",1
55,B,A,"{'total_duration': 2930973283, 'load_duration': 32257641, 'prompt_eval_count': 262, 'prompt_eval_duration': 25455103, 'eval_count': 335, 'eval_duration': 2862364470}",0
56,D,C,"{'total_duration': 1718369157, 'load_duration': 31648895, 'prompt_eval_count': 143, 'prompt_eval_duration': 18560248, 'eval_count': 189, 'eval_duration': 1649953405}",0
57,B,B,"{'total_duration': 4405429592, 'load_duration': 32885072, 'prompt_eval_count': 238, 'prompt_eval_duration': 26518622, 'eval_count': 525, 'eval_duration': 4335501332}",1
58,D,C,"{'total_duration': 6955367936, 'load_duration': 33009806, 'prompt_eval_count': 453, 'prompt_eval_duration': 30272486, 'eval_count': 800, 'eval_duration': 6873197320}",0
59,C,A,"{'total_duration': 12846559774, 'load_duration': 32430329, 'prompt_eval_count': 281, 'prompt_eval_duration': 20053112, 'eval_count': 1505, 'eval_duration': 12773490334}",0
60,C,C,"{'total_duration': 3351561284, 'load_duration': 38788523, 'prompt_eval_count': 238, 'prompt_eval_duration': 23319100, 'eval_count': 375, 'eval_duration': 3266998506}",1
61,A,A,"{'total_duration': 5870480940, 'load_duration': 35412616, 'prompt_eval_count': 181, 'prompt_eval_duration': 28241985, 'eval_count': 693, 'eval_duration': 5786544856}",1
62,D,D,"{'total_duration': 7523036155, 'load_duration': 43768171, 'prompt_eval_count': 311, 'prompt_eval_duration': 26073454, 'eval_count': 847, 'eval_duration': 7430864917}",1
63,B,A,"{'total_duration': 4783430990, 'load_duration': 47421404, 'prompt_eval_count': 382, 'prompt_eval_duration': 33760523, 'eval_count': 550, 'eval_duration': 4685033130}",0
64,A,A,"{'total_duration': 8166848512, 'load_duration': 38009040, 'prompt_eval_count': 294, 'prompt_eval_duration': 20637320, 'eval_count': 971, 'eval_duration': 8088545350}",1
65,C,B,"{'total_duration': 6914090738, 'load_duration': 53824100, 'prompt_eval_count': 242, 'prompt_eval_duration': 21032870, 'eval_count': 812, 'eval_duration': 6819886556}",0
66,A,C,"{'total_duration': 9801149580, 'load_duration': 45846650, 'prompt_eval_count': 264, 'prompt_eval_duration': 22563891, 'eval_count': 1091, 'eval_duration': 9715219463}",0
67,B,B,"{'total_duration': 9323432456, 'load_duration': 54259362, 'prompt_eval_count': 326, 'prompt_eval_duration': 21022313, 'eval_count': 1096, 'eval_duration': 9230688352}",1
68,N,D,"{'total_duration': 10880486306, 'load_duration': 35237717, 'prompt_eval_count': 305, 'prompt_eval_duration': 29649751, 'eval_count': 1257, 'eval_duration': 10793496540}",0
69,D,A,"{'total_duration': 3442044563, 'load_duration': 46463456, 'prompt_eval_count': 296, 'prompt_eval_duration': 22554411, 'eval_count': 403, 'eval_duration': 3349467959}",0
70,<,A,"{'total_duration': 17340489927, 'load_duration': 37696434, 'prompt_eval_count': 464, 'prompt_eval_duration': 25177850, 'eval_count': 2000, 'eval_duration': 17254783170}",0
71,D,A,"{'total_duration': 3157614332, 'load_duration': 34677468, 'prompt_eval_count': 285, 'prompt_eval_duration': 23790643, 'eval_count': 360, 'eval_duration': 3077378822}",0
72,C,C,"{'total_duration': 5073106037, 'load_duration': 42721567, 'prompt_eval_count': 496, 'prompt_eval_duration': 22382979, 'eval_count': 577, 'eval_duration': 4994484734}",1
73,D,B,"{'total_duration': 4223724992, 'load_duration': 34156580, 'prompt_eval_count': 250, 'prompt_eval_duration': 17019456, 'eval_count': 473, 'eval_duration': 4160931851}",0
74,D,C,"{'total_duration': 2658390832, 'load_duration': 35214545, 'prompt_eval_count': 343, 'prompt_eval_duration': 25705000, 'eval_count': 291, 'eval_duration': 2585176826}",0
75,D,A,"{'total_duration': 1915047203, 'load_duration': 36661077, 'prompt_eval_count': 203, 'prompt_eval_duration': 24137007, 'eval_count': 227, 'eval_duration': 1843001625}",0
76,C,B,"{'total_duration': 4695746961, 'load_duration': 32653989, 'prompt_eval_count': 291, 'prompt_eval_duration': 25736008, 'eval_count': 530, 'eval_duration': 4626592220}",0
77,C,B,"{'total_duration': 2971474013, 'load_duration': 47158753, 'prompt_eval_count': 216, 'prompt_eval_duration': 17022700, 'eval_count': 346, 'eval_duration': 2888683157}",0
78,D,C,"{'total_duration': 7367465632, 'load_duration': 41141289, 'prompt_eval_count': 206, 'prompt_eval_duration': 18384789, 'eval_count': 873, 'eval_duration': 7296865921}",0
79,C,C,"{'total_duration': 2773849454, 'load_duration': 42916284, 'prompt_eval_count': 347, 'prompt_eval_duration': 26940031, 'eval_count': 312, 'eval_duration': 2682119900}",1
80,B,B,"{'total_duration': 4708470779, 'load_duration': 32756918, 'prompt_eval_count': 150, 'prompt_eval_duration': 17464658, 'eval_count': 559, 'eval_duration': 4637842869}",1
81,D,A,"{'total_duration': 7996301818, 'load_duration': 25333716, 'prompt_eval_count': 203, 'prompt_eval_duration': 17403986, 'eval_count': 954, 'eval_duration': 7943419605}",0
82,D,C,"{'total_duration': 6625209585, 'load_duration': 33009171, 'prompt_eval_count': 204, 'prompt_eval_duration': 23359754, 'eval_count': 768, 'eval_duration': 6548304904}",0
83,D,A,"{'total_duration': 8501742989, 'load_duration': 53933282, 'prompt_eval_count': 374, 'prompt_eval_duration': 30255070, 'eval_count': 965, 'eval_duration': 8402507352}",0
84,D,C,"{'total_duration': 4919203794, 'load_duration': 36490400, 'prompt_eval_count': 310, 'prompt_eval_duration': 28300638, 'eval_count': 563, 'eval_duration': 4831331734}",0
85,D,B,"{'total_duration': 6626957349, 'load_duration': 34036952, 'prompt_eval_count': 293, 'prompt_eval_duration': 18096972, 'eval_count': 774, 'eval_duration': 6554935065}",0
86,A,C,"{'total_duration': 5494080288, 'load_duration': 32478537, 'prompt_eval_count': 256, 'prompt_eval_duration': 24292125, 'eval_count': 647, 'eval_duration': 5418113085}",0
87,D,C,"{'total_duration': 7141387671, 'load_duration': 44225255, 'prompt_eval_count': 460, 'prompt_eval_duration': 23464101, 'eval_count': 803, 'eval_duration': 7059577389}",0
88,C,C,"{'total_duration': 4637855152, 'load_duration': 33411432, 'prompt_eval_count': 330, 'prompt_eval_duration': 33366547, 'eval_count': 533, 'eval_duration': 4551230263}",1
89,C,B,"{'total_duration': 6413541002, 'load_duration': 55653888, 'prompt_eval_count': 322, 'prompt_eval_duration': 21723125, 'eval_count': 744, 'eval_duration': 6313605760}",0
90,A,D,"{'total_duration': 2941938025, 'load_duration': 48251390, 'prompt_eval_count': 274, 'prompt_eval_duration': 26923743, 'eval_count': 330, 'eval_duration': 2845076603}",0
91,B,B,"{'total_duration': 9115083390, 'load_duration': 32870935, 'prompt_eval_count': 252, 'prompt_eval_duration': 28742513, 'eval_count': 1029, 'eval_duration': 9042414988}",1
92,B,C,"{'total_duration': 6426162371, 'load_duration': 40925243, 'prompt_eval_count': 230, 'prompt_eval_duration': 28572128, 'eval_count': 717, 'eval_duration': 6334090986}",0
93,A,D,"{'total_duration': 5765657146, 'load_duration': 52409602, 'prompt_eval_count': 333, 'prompt_eval_duration': 23737503, 'eval_count': 648, 'eval_duration': 5664664142}",0
94,A,C,"{'total_duration': 3679218605, 'load_duration': 33947522, 'prompt_eval_count': 326, 'prompt_eval_duration': 29660764, 'eval_count': 415, 'eval_duration': 3602430324}",0
95,L,D,"{'total_duration': 4508208477, 'load_duration': 37435598, 'prompt_eval_count': 269, 'prompt_eval_duration': 28133745, 'eval_count': 523, 'eval_duration': 4421167150}",0
96,D,A,"{'total_duration': 13761400145, 'load_duration': 33233824, 'prompt_eval_count': 316, 'prompt_eval_duration': 23865629, 'eval_count': 1489, 'eval_duration': 13677526087}",0
97,B,B,"{'total_duration': 8469000019, 'load_duration': 37808463, 'prompt_eval_count': 209, 'prompt_eval_duration': 30856880, 'eval_count': 998, 'eval_duration': 8386401715}",1
98,D,B,"{'total_duration': 3553886965, 'load_duration': 33770151, 'prompt_eval_count': 193, 'prompt_eval_duration': 30912832, 'eval_count': 395, 'eval_duration': 3477192127}",0
99,D,B,"{'total_duration': 13136995427, 'load_duration': 52330434, 'prompt_eval_count': 201, 'prompt_eval_duration': 20183363, 'eval_count': 1524, 'eval_duration': 13044004757}",0
