Q_idx,pred,real,usage,Correct_Ans
43,D,B,"{'completion_tokens': 10, 'prompt_tokens': 149, 'total_tokens': 159}",0
44,D,A,"{'completion_tokens': 12, 'prompt_tokens': 342, 'total_tokens': 354}",0
45,B,D,"{'completion_tokens': 11, 'prompt_tokens': 288, 'total_tokens': 299}",0
46,A,C,"{'completion_tokens': 9, 'prompt_tokens': 261, 'total_tokens': 270}",0
47,D,A,"{'completion_tokens': 16, 'prompt_tokens': 318, 'total_tokens': 334}",0
48,D,B,"{'completion_tokens': 13, 'prompt_tokens': 265, 'total_tokens': 278}",0
49,A,C,"{'completion_tokens': 21, 'prompt_tokens': 267, 'total_tokens': 288}",0
50,D,D,"{'completion_tokens': 15, 'prompt_tokens': 142, 'total_tokens': 157}",1
51,,A,"{'completion_tokens': 5, 'prompt_tokens': 320, 'total_tokens': 325}",0
52,,D,"{'completion_tokens': 5, 'prompt_tokens': 197, 'total_tokens': 202}",0
53,B,C,"{'completion_tokens': 12, 'prompt_tokens': 174, 'total_tokens': 186}",0
54,A,A,"{'completion_tokens': 14, 'prompt_tokens': 208, 'total_tokens': 222}",1
55,D,A,"{'completion_tokens': 14, 'prompt_tokens': 262, 'total_tokens': 276}",0
56,,C,"{'completion_tokens': 5, 'prompt_tokens': 143, 'total_tokens': 148}",0
57,B,B,"{'completion_tokens': 16, 'prompt_tokens': 238, 'total_tokens': 254}",1
58,N,C,"{'completion_tokens': 23, 'prompt_tokens': 453, 'total_tokens': 476}",0
59,A,A,"{'completion_tokens': 18, 'prompt_tokens': 281, 'total_tokens': 299}",1
60,T,C,"{'completion_tokens': 29, 'prompt_tokens': 238, 'total_tokens': 267}",0
61,A,A,"{'completion_tokens': 10, 'prompt_tokens': 181, 'total_tokens': 191}",1
62,D,D,"{'completion_tokens': 8, 'prompt_tokens': 311, 'total_tokens': 319}",1
63,B,A,"{'completion_tokens': 11, 'prompt_tokens': 382, 'total_tokens': 393}",0
64,?,A,"{'completion_tokens': 6, 'prompt_tokens': 294, 'total_tokens': 300}",0
65,N,B,"{'completion_tokens': 10, 'prompt_tokens': 242, 'total_tokens': 252}",0
66,D,C,"{'completion_tokens': 13, 'prompt_tokens': 264, 'total_tokens': 277}",0
67,B,B,"{'completion_tokens': 17, 'prompt_tokens': 326, 'total_tokens': 343}",1
68,N,D,"{'completion_tokens': 13, 'prompt_tokens': 305, 'total_tokens': 318}",0
69,D,A,"{'completion_tokens': 18, 'prompt_tokens': 296, 'total_tokens': 314}",0
70,d,A,"{'completion_tokens': 6, 'prompt_tokens': 464, 'total_tokens': 470}",0
71,D,A,"{'completion_tokens': 14, 'prompt_tokens': 285, 'total_tokens': 299}",0
72,C,C,"{'completion_tokens': 20, 'prompt_tokens': 496, 'total_tokens': 516}",1
73,D,B,"{'completion_tokens': 11, 'prompt_tokens': 250, 'total_tokens': 261}",0
74,D,C,"{'completion_tokens': 9, 'prompt_tokens': 343, 'total_tokens': 352}",0
75,A,A,"{'completion_tokens': 6, 'prompt_tokens': 203, 'total_tokens': 209}",1
76,B,B,"{'completion_tokens': 12, 'prompt_tokens': 291, 'total_tokens': 303}",1
77,B,B,"{'completion_tokens': 18, 'prompt_tokens': 216, 'total_tokens': 234}",1
78,,C,"{'completion_tokens': 5, 'prompt_tokens': 206, 'total_tokens': 211}",0
79,A,C,"{'completion_tokens': 10, 'prompt_tokens': 347, 'total_tokens': 357}",0
80,,B,"{'completion_tokens': 5, 'prompt_tokens': 150, 'total_tokens': 155}",0
81,A,A,"{'completion_tokens': 12, 'prompt_tokens': 203, 'total_tokens': 215}",1
82,d,C,"{'completion_tokens': 9, 'prompt_tokens': 204, 'total_tokens': 213}",0
83,B,A,"{'completion_tokens': 12, 'prompt_tokens': 374, 'total_tokens': 386}",0
84,A,C,"{'completion_tokens': 16, 'prompt_tokens': 310, 'total_tokens': 326}",0
85,B,B,"{'completion_tokens': 15, 'prompt_tokens': 293, 'total_tokens': 308}",1
86,N,C,"{'completion_tokens': 10, 'prompt_tokens': 256, 'total_tokens': 266}",0
87,D,C,"{'completion_tokens': 10, 'prompt_tokens': 460, 'total_tokens': 470}",0
88,,C,"{'completion_tokens': 5, 'prompt_tokens': 330, 'total_tokens': 335}",0
89,B,B,"{'completion_tokens': 14, 'prompt_tokens': 322, 'total_tokens': 336}",1
90,A,D,"{'completion_tokens': 11, 'prompt_tokens': 274, 'total_tokens': 285}",0
91,B,B,"{'completion_tokens': 28, 'prompt_tokens': 252, 'total_tokens': 280}",1
92,B,C,"{'completion_tokens': 12, 'prompt_tokens': 230, 'total_tokens': 242}",0
93,A,D,"{'completion_tokens': 12, 'prompt_tokens': 333, 'total_tokens': 345}",0
94,B,C,"{'completion_tokens': 10, 'prompt_tokens': 326, 'total_tokens': 336}",0
95,A,D,"{'completion_tokens': 10, 'prompt_tokens': 269, 'total_tokens': 279}",0
96,D,A,"{'completion_tokens': 11, 'prompt_tokens': 316, 'total_tokens': 327}",0
97,A,B,"{'completion_tokens': 11, 'prompt_tokens': 209, 'total_tokens': 220}",0
98,D,B,"{'completion_tokens': 9, 'prompt_tokens': 193, 'total_tokens': 202}",0
99,D,B,"{'completion_tokens': 11, 'prompt_tokens': 201, 'total_tokens': 212}",0
