Q_idx,pred,real,usage,Correct_Ans
64,C,A,"{'completion_tokens': 552, 'prompt_tokens': 294, 'total_tokens': 846}",0
65,B,B,"{'completion_tokens': 1760, 'prompt_tokens': 242, 'total_tokens': 2002}",1
66,C,C,"{'completion_tokens': 270, 'prompt_tokens': 264, 'total_tokens': 534}",1
67,B,B,"{'completion_tokens': 479, 'prompt_tokens': 326, 'total_tokens': 805}",1
68,D,D,"{'completion_tokens': 1104, 'prompt_tokens': 305, 'total_tokens': 1409}",1
69,A,A,"{'completion_tokens': 1140, 'prompt_tokens': 296, 'total_tokens': 1436}",1
70,A,A,"{'completion_tokens': 1070, 'prompt_tokens': 464, 'total_tokens': 1534}",1
71,A,A,"{'completion_tokens': 590, 'prompt_tokens': 285, 'total_tokens': 875}",1
72,C,C,"{'completion_tokens': 2015, 'prompt_tokens': 496, 'total_tokens': 2511}",1
73,B,B,"{'completion_tokens': 1651, 'prompt_tokens': 250, 'total_tokens': 1901}",1
74,C,C,"{'completion_tokens': 1530, 'prompt_tokens': 343, 'total_tokens': 1873}",1
75,D,A,"{'completion_tokens': 287, 'prompt_tokens': 203, 'total_tokens': 490}",0
76,B,B,"{'completion_tokens': 693, 'prompt_tokens': 291, 'total_tokens': 984}",1
77,C,B,"{'completion_tokens': 2005, 'prompt_tokens': 216, 'total_tokens': 2221}",0
78,B,C,"{'completion_tokens': 622, 'prompt_tokens': 206, 'total_tokens': 828}",0
79,C,C,"{'completion_tokens': 1485, 'prompt_tokens': 347, 'total_tokens': 1832}",1
80,B,B,"{'completion_tokens': 575, 'prompt_tokens': 150, 'total_tokens': 725}",1
81,D,A,"{'completion_tokens': 1538, 'prompt_tokens': 203, 'total_tokens': 1741}",0
82,C,C,"{'completion_tokens': 351, 'prompt_tokens': 204, 'total_tokens': 555}",1
83,A,A,"{'completion_tokens': 584, 'prompt_tokens': 374, 'total_tokens': 958}",1
84,C,C,"{'completion_tokens': 684, 'prompt_tokens': 310, 'total_tokens': 994}",1
85,B,B,"{'completion_tokens': 410, 'prompt_tokens': 293, 'total_tokens': 703}",1
86,C,C,"{'completion_tokens': 388, 'prompt_tokens': 256, 'total_tokens': 644}",1
87,C,C,"{'completion_tokens': 685, 'prompt_tokens': 460, 'total_tokens': 1145}",1
88,C,C,"{'completion_tokens': 495, 'prompt_tokens': 330, 'total_tokens': 825}",1
89,B,B,"{'completion_tokens': 446, 'prompt_tokens': 322, 'total_tokens': 768}",1
90,D,D,"{'completion_tokens': 659, 'prompt_tokens': 274, 'total_tokens': 933}",1
91,D,B,"{'completion_tokens': 2970, 'prompt_tokens': 252, 'total_tokens': 3222}",0
92,C,C,"{'completion_tokens': 326, 'prompt_tokens': 230, 'total_tokens': 556}",1
93,D,D,"{'completion_tokens': 665, 'prompt_tokens': 333, 'total_tokens': 998}",1
94,C,C,"{'completion_tokens': 619, 'prompt_tokens': 326, 'total_tokens': 945}",1
95,D,D,"{'completion_tokens': 2057, 'prompt_tokens': 269, 'total_tokens': 2326}",1
96,A,A,"{'completion_tokens': 303, 'prompt_tokens': 316, 'total_tokens': 619}",1
97,B,B,"{'completion_tokens': 474, 'prompt_tokens': 209, 'total_tokens': 683}",1
98,B,B,"{'completion_tokens': 308, 'prompt_tokens': 193, 'total_tokens': 501}",1
99,B,B,"{'completion_tokens': 506, 'prompt_tokens': 201, 'total_tokens': 707}",1
