Q_idx,pred,real,usage,Correct_Ans
21,A,A,"{'completion_tokens': 3, 'prompt_tokens': 238, 'total_tokens': 241}",1
22,C,C,"{'completion_tokens': 3, 'prompt_tokens': 295, 'total_tokens': 298}",1
23,A,D,"{'completion_tokens': 6, 'prompt_tokens': 310, 'total_tokens': 316}",0
24,A,A,"{'completion_tokens': 3, 'prompt_tokens': 394, 'total_tokens': 397}",1
25,D,D,"{'completion_tokens': 3, 'prompt_tokens': 157, 'total_tokens': 160}",1
26,C,D,"{'completion_tokens': 3, 'prompt_tokens': 274, 'total_tokens': 277}",0
27,A,A,"{'completion_tokens': 3, 'prompt_tokens': 280, 'total_tokens': 283}",1
28,B,D,"{'completion_tokens': 3, 'prompt_tokens': 355, 'total_tokens': 358}",0
29,C,C,"{'completion_tokens': 3, 'prompt_tokens': 266, 'total_tokens': 269}",1
30,B,D,"{'completion_tokens': 3, 'prompt_tokens': 326, 'total_tokens': 329}",0
31,C,C,"{'completion_tokens': 8, 'prompt_tokens': 193, 'total_tokens': 201}",1
32,D,D,"{'completion_tokens': 3, 'prompt_tokens': 304, 'total_tokens': 307}",1
33,D,B,"{'completion_tokens': 3, 'prompt_tokens': 210, 'total_tokens': 213}",0
34,D,A,"{'completion_tokens': 3, 'prompt_tokens': 429, 'total_tokens': 432}",0
35,A,A,"{'completion_tokens': 9, 'prompt_tokens': 211, 'total_tokens': 220}",1
36,D,D,"{'completion_tokens': 3, 'prompt_tokens': 180, 'total_tokens': 183}",1
37,A,A,"{'completion_tokens': 9, 'prompt_tokens': 187, 'total_tokens': 196}",1
38,C,D,"{'completion_tokens': 3, 'prompt_tokens': 362, 'total_tokens': 365}",0
39,D,A,"{'completion_tokens': 3, 'prompt_tokens': 221, 'total_tokens': 224}",0
40,C,C,"{'completion_tokens': 3, 'prompt_tokens': 352, 'total_tokens': 355}",1
41,C,C,"{'completion_tokens': 8, 'prompt_tokens': 474, 'total_tokens': 482}",1
42,A,A,"{'completion_tokens': 3, 'prompt_tokens': 357, 'total_tokens': 360}",1
43,A,B,"{'completion_tokens': 8, 'prompt_tokens': 149, 'total_tokens': 157}",0
44,C,A,"{'completion_tokens': 3, 'prompt_tokens': 340, 'total_tokens': 343}",0
45,C,D,"{'completion_tokens': 3, 'prompt_tokens': 280, 'total_tokens': 283}",0
46,B,C,"{'completion_tokens': 3, 'prompt_tokens': 259, 'total_tokens': 262}",0
47,A,A,"{'completion_tokens': 3, 'prompt_tokens': 308, 'total_tokens': 311}",1
48,B,B,"{'completion_tokens': 3, 'prompt_tokens': 258, 'total_tokens': 261}",1
49,C,C,"{'completion_tokens': 3, 'prompt_tokens': 250, 'total_tokens': 253}",1
50,A,D,"{'completion_tokens': 12, 'prompt_tokens': 141, 'total_tokens': 153}",0
51,D,A,"{'completion_tokens': 3, 'prompt_tokens': 318, 'total_tokens': 321}",0
52,A,D,"{'completion_tokens': 3, 'prompt_tokens': 181, 'total_tokens': 184}",0
53,B,C,"{'completion_tokens': 9, 'prompt_tokens': 176, 'total_tokens': 185}",0
54,A,A,"{'completion_tokens': 10, 'prompt_tokens': 205, 'total_tokens': 215}",1
55,A,A,"{'completion_tokens': 3, 'prompt_tokens': 263, 'total_tokens': 266}",1
56,A,C,"{'completion_tokens': 8, 'prompt_tokens': 142, 'total_tokens': 150}",0
57,B,B,"{'completion_tokens': 3, 'prompt_tokens': 241, 'total_tokens': 244}",1
58,C,C,"{'completion_tokens': 3, 'prompt_tokens': 441, 'total_tokens': 444}",1
59,C,A,"{'completion_tokens': 3, 'prompt_tokens': 280, 'total_tokens': 283}",0
60,B,C,"{'completion_tokens': 3, 'prompt_tokens': 235, 'total_tokens': 238}",0
61,A,A,"{'completion_tokens': 7, 'prompt_tokens': 177, 'total_tokens': 184}",1
62,D,D,"{'completion_tokens': 3, 'prompt_tokens': 314, 'total_tokens': 317}",1
63,A,A,"{'completion_tokens': 3, 'prompt_tokens': 387, 'total_tokens': 390}",1
64,A,A,"{'completion_tokens': 3, 'prompt_tokens': 284, 'total_tokens': 287}",1
65,B,B,"{'completion_tokens': 3, 'prompt_tokens': 240, 'total_tokens': 243}",1
66,A,C,"{'completion_tokens': 3, 'prompt_tokens': 270, 'total_tokens': 273}",0
67,B,B,"{'completion_tokens': 3, 'prompt_tokens': 321, 'total_tokens': 324}",1
68,B,D,"{'completion_tokens': 3, 'prompt_tokens': 291, 'total_tokens': 294}",0
69,D,A,"{'completion_tokens': 3, 'prompt_tokens': 287, 'total_tokens': 290}",0
70,A,A,"{'completion_tokens': 3, 'prompt_tokens': 452, 'total_tokens': 455}",1
71,A,A,"{'completion_tokens': 3, 'prompt_tokens': 278, 'total_tokens': 281}",1
72,A,C,"{'completion_tokens': 3, 'prompt_tokens': 476, 'total_tokens': 479}",0
73,C,B,"{'completion_tokens': 3, 'prompt_tokens': 248, 'total_tokens': 251}",0
74,D,C,"{'completion_tokens': 3, 'prompt_tokens': 343, 'total_tokens': 346}",0
75,D,A,"{'completion_tokens': 3, 'prompt_tokens': 206, 'total_tokens': 209}",0
76,B,B,"{'completion_tokens': 3, 'prompt_tokens': 280, 'total_tokens': 283}",1
77,C,B,"{'completion_tokens': 3, 'prompt_tokens': 212, 'total_tokens': 215}",0
78,C,C,"{'completion_tokens': 3, 'prompt_tokens': 204, 'total_tokens': 207}",1
79,C,C,"{'completion_tokens': 3, 'prompt_tokens': 338, 'total_tokens': 341}",1
80,B,B,"{'completion_tokens': 3, 'prompt_tokens': 153, 'total_tokens': 156}",1
81,C,A,"{'completion_tokens': 3, 'prompt_tokens': 207, 'total_tokens': 210}",0
82,C,C,"{'completion_tokens': 9, 'prompt_tokens': 201, 'total_tokens': 210}",1
83,A,A,"{'completion_tokens': 3, 'prompt_tokens': 376, 'total_tokens': 379}",1
84,C,C,"{'completion_tokens': 3, 'prompt_tokens': 304, 'total_tokens': 307}",1
85,B,B,"{'completion_tokens': 3, 'prompt_tokens': 295, 'total_tokens': 298}",1
86,C,C,"{'completion_tokens': 3, 'prompt_tokens': 253, 'total_tokens': 256}",1
87,C,C,"{'completion_tokens': 3, 'prompt_tokens': 454, 'total_tokens': 457}",1
88,B,C,"{'completion_tokens': 3, 'prompt_tokens': 322, 'total_tokens': 325}",0
89,B,B,"{'completion_tokens': 3, 'prompt_tokens': 320, 'total_tokens': 323}",1
90,B,D,"{'completion_tokens': 10, 'prompt_tokens': 271, 'total_tokens': 281}",0
91,B,B,"{'completion_tokens': 3, 'prompt_tokens': 243, 'total_tokens': 246}",1
92,C,C,"{'completion_tokens': 3, 'prompt_tokens': 225, 'total_tokens': 228}",1
93,C,D,"{'completion_tokens': 3, 'prompt_tokens': 328, 'total_tokens': 331}",0
94,D,C,"{'completion_tokens': 3, 'prompt_tokens': 319, 'total_tokens': 322}",0
95,D,D,"{'completion_tokens': 3, 'prompt_tokens': 265, 'total_tokens': 268}",1
96,D,A,"{'completion_tokens': 8, 'prompt_tokens': 319, 'total_tokens': 327}",0
97,C,B,"{'completion_tokens': 3, 'prompt_tokens': 203, 'total_tokens': 206}",0
98,B,B,"{'completion_tokens': 3, 'prompt_tokens': 191, 'total_tokens': 194}",1
99,B,B,"{'completion_tokens': 8, 'prompt_tokens': 203, 'total_tokens': 211}",1
