Q_idx,pred,real,usage,Correct_Ans
63,A,A,"{'total_duration': 4835673292, 'load_duration': 34667623, 'prompt_eval_count': 682, 'prompt_eval_duration': 65424021, 'eval_count': 564, 'eval_duration': 4719529230}",1
64,C,A,"{'total_duration': 3329838983, 'load_duration': 49539534, 'prompt_eval_count': 594, 'prompt_eval_duration': 54441630, 'eval_count': 381, 'eval_duration': 3208962036}",0
65,A,B,"{'total_duration': 3175466821, 'load_duration': 31224458, 'prompt_eval_count': 542, 'prompt_eval_duration': 33254516, 'eval_count': 370, 'eval_duration': 3096906019}",0
66,D,C,"{'total_duration': 4296621828, 'load_duration': 31378059, 'prompt_eval_count': 564, 'prompt_eval_duration': 50632249, 'eval_count': 507, 'eval_duration': 4201838662}",0
67,B,B,"{'total_duration': 4358848455, 'load_duration': 45229970, 'prompt_eval_count': 626, 'prompt_eval_duration': 56107940, 'eval_count': 509, 'eval_duration': 4233024986}",1
68,*,D,"{'total_duration': 17326597333, 'load_duration': 119051538, 'prompt_eval_count': 605, 'prompt_eval_duration': 60979001, 'eval_count': 2000, 'eval_duration': 17122220879}",0
69,D,A,"{'total_duration': 4725841811, 'load_duration': 48068740, 'prompt_eval_count': 596, 'prompt_eval_duration': 66083289, 'eval_count': 551, 'eval_duration': 4597500691}",0
70,B,A,"{'total_duration': 9461876440, 'load_duration': 34225529, 'prompt_eval_count': 764, 'prompt_eval_duration': 58797235, 'eval_count': 1098, 'eval_duration': 9343618642}",0
71,B,A,"{'total_duration': 3639604535, 'load_duration': 36535188, 'prompt_eval_count': 585, 'prompt_eval_duration': 66055506, 'eval_count': 422, 'eval_duration': 3513862878}",0
72,:,C,"{'total_duration': 17612083751, 'load_duration': 32162050, 'prompt_eval_count': 796, 'prompt_eval_duration': 66921886, 'eval_count': 2000, 'eval_duration': 17497250251}",0
73,D,B,"{'total_duration': 3028147771, 'load_duration': 40071643, 'prompt_eval_count': 550, 'prompt_eval_duration': 58339097, 'eval_count': 348, 'eval_duration': 2904325540}",0
74,D,C,"{'total_duration': 3552212568, 'load_duration': 31722202, 'prompt_eval_count': 643, 'prompt_eval_duration': 59163655, 'eval_count': 412, 'eval_duration': 3436904254}",0
75,D,A,"{'total_duration': 2327837948, 'load_duration': 46418686, 'prompt_eval_count': 503, 'prompt_eval_duration': 31047886, 'eval_count': 268, 'eval_duration': 2228136744}",0
76,B,B,"{'total_duration': 3511410451, 'load_duration': 34863485, 'prompt_eval_count': 591, 'prompt_eval_duration': 51802651, 'eval_count': 414, 'eval_duration': 3402570739}",1
77,B,B,"{'total_duration': 11558396128, 'load_duration': 38016532, 'prompt_eval_count': 516, 'prompt_eval_duration': 32631079, 'eval_count': 1359, 'eval_duration': 11469598325}",1
78,C,C,"{'total_duration': 4755631338, 'load_duration': 31148257, 'prompt_eval_count': 506, 'prompt_eval_duration': 25554324, 'eval_count': 559, 'eval_duration': 4683731033}",1
79,*,C,"{'total_duration': 17277434239, 'load_duration': 43013337, 'prompt_eval_count': 647, 'prompt_eval_duration': 58925977, 'eval_count': 2000, 'eval_duration': 17158043203}",0
80,C,B,"{'total_duration': 7812007243, 'load_duration': 50458176, 'prompt_eval_count': 450, 'prompt_eval_duration': 27970354, 'eval_count': 915, 'eval_duration': 7718631308}",0
81,D,A,"{'total_duration': 6798833839, 'load_duration': 36290317, 'prompt_eval_count': 503, 'prompt_eval_duration': 33886690, 'eval_count': 801, 'eval_duration': 6712655902}",0
82,N,C,"{'total_duration': 5705854556, 'load_duration': 33532255, 'prompt_eval_count': 504, 'prompt_eval_duration': 22822514, 'eval_count': 672, 'eval_duration': 5625992673}",0
83,B,A,"{'total_duration': 11183171761, 'load_duration': 32501622, 'prompt_eval_count': 674, 'prompt_eval_duration': 55768901, 'eval_count': 1299, 'eval_duration': 11080817175}",0
84,D,C,"{'total_duration': 3900621056, 'load_duration': 36745872, 'prompt_eval_count': 610, 'prompt_eval_duration': 53151216, 'eval_count': 453, 'eval_duration': 3795535577}",0
85,D,B,"{'total_duration': 11502018179, 'load_duration': 44750511, 'prompt_eval_count': 593, 'prompt_eval_duration': 52343790, 'eval_count': 1334, 'eval_duration': 11381698384}",0
86,A,C,"{'total_duration': 8327991613, 'load_duration': 32249448, 'prompt_eval_count': 556, 'prompt_eval_duration': 53147679, 'eval_count': 949, 'eval_duration': 8215813515}",0
87,D,C,"{'total_duration': 2478106793, 'load_duration': 32893959, 'prompt_eval_count': 760, 'prompt_eval_duration': 57484962, 'eval_count': 283, 'eval_duration': 2371097987}",0
88,B,C,"{'total_duration': 3426487844, 'load_duration': 31621256, 'prompt_eval_count': 630, 'prompt_eval_duration': 55704626, 'eval_count': 395, 'eval_duration': 3314612019}",0
89,*,B,"{'total_duration': 17486441112, 'load_duration': 47693080, 'prompt_eval_count': 622, 'prompt_eval_duration': 57750840, 'eval_count': 2000, 'eval_duration': 17366026403}",0
90,*,D,"{'total_duration': 17274702301, 'load_duration': 43227136, 'prompt_eval_count': 574, 'prompt_eval_duration': 57257840, 'eval_count': 2000, 'eval_duration': 17155702447}",0
91,B,B,"{'total_duration': 8765703882, 'load_duration': 35755133, 'prompt_eval_count': 552, 'prompt_eval_duration': 55990326, 'eval_count': 1014, 'eval_duration': 8656079032}",1
92,C,C,"{'total_duration': 2735624297, 'load_duration': 33836283, 'prompt_eval_count': 530, 'prompt_eval_duration': 29493534, 'eval_count': 316, 'eval_duration': 2650576330}",1
93,A,D,"{'total_duration': 11713629768, 'load_duration': 41738380, 'prompt_eval_count': 633, 'prompt_eval_duration': 79053845, 'eval_count': 1326, 'eval_duration': 11563878436}",0
94,D,C,"{'total_duration': 4371586756, 'load_duration': 41872509, 'prompt_eval_count': 626, 'prompt_eval_duration': 62022317, 'eval_count': 508, 'eval_duration': 4249886022}",0
95,C,D,"{'total_duration': 6475105374, 'load_duration': 44111497, 'prompt_eval_count': 569, 'prompt_eval_duration': 62664475, 'eval_count': 758, 'eval_duration': 6351649147}",0
96,*,A,"{'total_duration': 17349307043, 'load_duration': 41925968, 'prompt_eval_count': 616, 'prompt_eval_duration': 53437527, 'eval_count': 2000, 'eval_duration': 17238232779}",0
97,B,B,"{'total_duration': 7001150033, 'load_duration': 36086327, 'prompt_eval_count': 509, 'prompt_eval_duration': 26381635, 'eval_count': 825, 'eval_duration': 6914095743}",1
98,D,B,"{'total_duration': 3870360657, 'load_duration': 42738294, 'prompt_eval_count': 493, 'prompt_eval_duration': 21828694, 'eval_count': 455, 'eval_duration': 3792886799}",0
99,*,B,"{'total_duration': 17194626716, 'load_duration': 32189221, 'prompt_eval_count': 501, 'prompt_eval_duration': 23504879, 'eval_count': 2000, 'eval_duration': 17116659754}",0
