Q_idx,pred,real,usage,Correct_Ans
45,T,D,"{'total_duration': 27867326733, 'load_duration': 48519397, 'prompt_eval_count': 288, 'prompt_eval_duration': 59914476, 'eval_count': 2000, 'eval_duration': 27746286066}",0
46,C,C,"{'total_duration': 7516339405, 'load_duration': 39389422, 'prompt_eval_count': 261, 'prompt_eval_duration': 63578370, 'eval_count': 552, 'eval_duration': 7392364916}",1
47,A,A,"{'total_duration': 9128439982, 'load_duration': 32883343, 'prompt_eval_count': 318, 'prompt_eval_duration': 60241630, 'eval_count': 654, 'eval_duration': 9015742552}",1
48,B,B,"{'total_duration': 7091667189, 'load_duration': 33320584, 'prompt_eval_count': 265, 'prompt_eval_duration': 52903408, 'eval_count': 513, 'eval_duration': 6993188489}",1
49,C,C,"{'total_duration': 4636668985, 'load_duration': 35472050, 'prompt_eval_count': 267, 'prompt_eval_duration': 62810486, 'eval_count': 333, 'eval_duration': 4522447887}",1
50,D,D,"{'total_duration': 4252688536, 'load_duration': 32539266, 'prompt_eval_count': 142, 'prompt_eval_duration': 41609062, 'eval_count': 309, 'eval_duration': 4167051904}",1
51,A,A,"{'total_duration': 13473626779, 'load_duration': 34317277, 'prompt_eval_count': 320, 'prompt_eval_duration': 62969924, 'eval_count': 991, 'eval_duration': 13357157243}",1
52,D,D,"{'total_duration': 17494137947, 'load_duration': 45117300, 'prompt_eval_count': 197, 'prompt_eval_duration': 50333858, 'eval_count': 1307, 'eval_duration': 17378071723}",1
53,C,C,"{'total_duration': 12784604737, 'load_duration': 39709345, 'prompt_eval_count': 174, 'prompt_eval_duration': 57826771, 'eval_count': 931, 'eval_duration': 12674594178}",1
54,A,A,"{'total_duration': 7183424242, 'load_duration': 31808273, 'prompt_eval_count': 208, 'prompt_eval_duration': 50711838, 'eval_count': 541, 'eval_duration': 7084798556}",1
55,A,A,"{'total_duration': 6980610087, 'load_duration': 35999773, 'prompt_eval_count': 262, 'prompt_eval_duration': 51863017, 'eval_count': 512, 'eval_duration': 6879815191}",1
56,C,C,"{'total_duration': 8108431683, 'load_duration': 34134020, 'prompt_eval_count': 143, 'prompt_eval_duration': 46058695, 'eval_count': 605, 'eval_duration': 8012225096}",1
57,B,B,"{'total_duration': 24625215698, 'load_duration': 52304768, 'prompt_eval_count': 238, 'prompt_eval_duration': 49425441, 'eval_count': 1807, 'eval_duration': 24512934574}",1
58,C,C,"{'total_duration': 8428206800, 'load_duration': 52486135, 'prompt_eval_count': 453, 'prompt_eval_duration': 82394521, 'eval_count': 598, 'eval_duration': 8265860446}",1
59,C,A,"{'total_duration': 8913206934, 'load_duration': 34310990, 'prompt_eval_count': 281, 'prompt_eval_duration': 57917775, 'eval_count': 650, 'eval_duration': 8797441559}",0
60,B,C,"{'total_duration': 15396760169, 'load_duration': 33852133, 'prompt_eval_count': 238, 'prompt_eval_duration': 50561066, 'eval_count': 1122, 'eval_duration': 15299651232}",0
61,A,A,"{'total_duration': 9105914839, 'load_duration': 46378676, 'prompt_eval_count': 181, 'prompt_eval_duration': 50247210, 'eval_count': 649, 'eval_duration': 8988529361}",1
62,A,D,"{'total_duration': 14178132684, 'load_duration': 41871692, 'prompt_eval_count': 311, 'prompt_eval_duration': 74288685, 'eval_count': 1008, 'eval_duration': 14048657762}",0
63,A,A,"{'total_duration': 12307593181, 'load_duration': 42778447, 'prompt_eval_count': 382, 'prompt_eval_duration': 71190326, 'eval_count': 899, 'eval_duration': 12178024212}",1
64,T,A,"{'total_duration': 27533806942, 'load_duration': 49461360, 'prompt_eval_count': 294, 'prompt_eval_duration': 65701745, 'eval_count': 2000, 'eval_duration': 27404739038}",0
65,B,B,"{'total_duration': 12145032589, 'load_duration': 46427605, 'prompt_eval_count': 242, 'prompt_eval_duration': 57628154, 'eval_count': 901, 'eval_duration': 12027157915}",1
66,C,C,"{'total_duration': 12235911213, 'load_duration': 34417419, 'prompt_eval_count': 264, 'prompt_eval_duration': 54026397, 'eval_count': 873, 'eval_duration': 12125413040}",1
67,B,B,"{'total_duration': 6658195179, 'load_duration': 34644276, 'prompt_eval_count': 326, 'prompt_eval_duration': 60759202, 'eval_count': 491, 'eval_duration': 6539283717}",1
68,D,D,"{'total_duration': 9776419827, 'load_duration': 50617427, 'prompt_eval_count': 305, 'prompt_eval_duration': 60858592, 'eval_count': 716, 'eval_duration': 9644761940}",1
69,A,A,"{'total_duration': 12109357510, 'load_duration': 33656482, 'prompt_eval_count': 296, 'prompt_eval_duration': 63961406, 'eval_count': 902, 'eval_duration': 11987892645}",1
70,A,A,"{'total_duration': 11768683774, 'load_duration': 33492692, 'prompt_eval_count': 464, 'prompt_eval_duration': 69286440, 'eval_count': 864, 'eval_duration': 11651719532}",1
71,<,A,"{'total_duration': 27480586317, 'load_duration': 34348854, 'prompt_eval_count': 285, 'prompt_eval_duration': 53362330, 'eval_count': 2000, 'eval_duration': 27379804463}",0
72,C,C,"{'total_duration': 12990691020, 'load_duration': 37404624, 'prompt_eval_count': 496, 'prompt_eval_duration': 75409847, 'eval_count': 942, 'eval_duration': 12851222792}",1
73,C,B,"{'total_duration': 19358925596, 'load_duration': 41306484, 'prompt_eval_count': 250, 'prompt_eval_duration': 56606232, 'eval_count': 1386, 'eval_duration': 19239809230}",0
74,C,C,"{'total_duration': 19219543205, 'load_duration': 46870049, 'prompt_eval_count': 343, 'prompt_eval_duration': 62761776, 'eval_count': 1386, 'eval_duration': 19094018042}",1
75,D,A,"{'total_duration': 5639790462, 'load_duration': 38927237, 'prompt_eval_count': 203, 'prompt_eval_duration': 53440466, 'eval_count': 423, 'eval_duration': 5534971932}",0
76,B,B,"{'total_duration': 5791890950, 'load_duration': 32723962, 'prompt_eval_count': 291, 'prompt_eval_duration': 56215787, 'eval_count': 415, 'eval_duration': 5680908401}",1
77,C,B,"{'total_duration': 17414271252, 'load_duration': 39164032, 'prompt_eval_count': 216, 'prompt_eval_duration': 57911627, 'eval_count': 1268, 'eval_duration': 17306315417}",0
78,B,C,"{'total_duration': 8377703151, 'load_duration': 33644514, 'prompt_eval_count': 206, 'prompt_eval_duration': 57561059, 'eval_count': 603, 'eval_duration': 8259829330}",0
79,C,C,"{'total_duration': 21934178745, 'load_duration': 46993692, 'prompt_eval_count': 347, 'prompt_eval_duration': 67442533, 'eval_count': 1570, 'eval_duration': 21805390294}",1
80,B,B,"{'total_duration': 6059500748, 'load_duration': 45451951, 'prompt_eval_count': 150, 'prompt_eval_duration': 54890615, 'eval_count': 442, 'eval_duration': 5946046407}",1
81,C,A,"{'total_duration': 24955970040, 'load_duration': 33973060, 'prompt_eval_count': 203, 'prompt_eval_duration': 49451885, 'eval_count': 1847, 'eval_duration': 24859905906}",0
82,C,C,"{'total_duration': 17118462122, 'load_duration': 52447199, 'prompt_eval_count': 204, 'prompt_eval_duration': 64838331, 'eval_count': 1273, 'eval_duration': 16979230337}",1
83,A,A,"{'total_duration': 17120931408, 'load_duration': 36939138, 'prompt_eval_count': 374, 'prompt_eval_duration': 76512037, 'eval_count': 1254, 'eval_duration': 16984723364}",1
84,C,C,"{'total_duration': 9041683324, 'load_duration': 43557589, 'prompt_eval_count': 310, 'prompt_eval_duration': 64356830, 'eval_count': 657, 'eval_duration': 8919658352}",1
85,B,B,"{'total_duration': 8838929999, 'load_duration': 43907933, 'prompt_eval_count': 293, 'prompt_eval_duration': 56756178, 'eval_count': 655, 'eval_duration': 8720371954}",1
86,C,C,"{'total_duration': 7800051535, 'load_duration': 34478640, 'prompt_eval_count': 256, 'prompt_eval_duration': 52931412, 'eval_count': 564, 'eval_duration': 7692583537}",1
87,C,C,"{'total_duration': 15763756768, 'load_duration': 46990164, 'prompt_eval_count': 460, 'prompt_eval_duration': 76552126, 'eval_count': 1126, 'eval_duration': 15625812888}",1
88,D,C,"{'total_duration': 22926443741, 'load_duration': 41519731, 'prompt_eval_count': 330, 'prompt_eval_duration': 67547062, 'eval_count': 1615, 'eval_duration': 22802478730}",0
89,B,B,"{'total_duration': 11112545861, 'load_duration': 43935043, 'prompt_eval_count': 322, 'prompt_eval_duration': 65133960, 'eval_count': 799, 'eval_duration': 10989143647}",1
90,D,D,"{'total_duration': 8197400658, 'load_duration': 36446486, 'prompt_eval_count': 274, 'prompt_eval_duration': 51580505, 'eval_count': 589, 'eval_duration': 8097060159}",1
91,B,B,"{'total_duration': 10345580600, 'load_duration': 47053231, 'prompt_eval_count': 252, 'prompt_eval_duration': 63346662, 'eval_count': 739, 'eval_duration': 10212836939}",1
92,C,C,"{'total_duration': 8545844328, 'load_duration': 43829704, 'prompt_eval_count': 230, 'prompt_eval_duration': 49704053, 'eval_count': 614, 'eval_duration': 8434187480}",1
93,C,D,"{'total_duration': 21748154085, 'load_duration': 35297943, 'prompt_eval_count': 333, 'prompt_eval_duration': 61142578, 'eval_count': 1585, 'eval_duration': 21627377365}",0
94,C,C,"{'total_duration': 14351613650, 'load_duration': 35237330, 'prompt_eval_count': 326, 'prompt_eval_duration': 63985803, 'eval_count': 1056, 'eval_duration': 14227846970}",1
95,A,D,"{'total_duration': 23191512359, 'load_duration': 35019179, 'prompt_eval_count': 269, 'prompt_eval_duration': 59203743, 'eval_count': 1651, 'eval_duration': 23083908677}",0
96,<,A,"{'total_duration': 27541994250, 'load_duration': 43293716, 'prompt_eval_count': 316, 'prompt_eval_duration': 63097733, 'eval_count': 2000, 'eval_duration': 27420092769}",0
97,B,B,"{'total_duration': 9311100561, 'load_duration': 39673657, 'prompt_eval_count': 209, 'prompt_eval_duration': 51549928, 'eval_count': 694, 'eval_duration': 9198435971}",1
98,A,B,"{'total_duration': 14633584045, 'load_duration': 37353537, 'prompt_eval_count': 193, 'prompt_eval_duration': 49780958, 'eval_count': 1050, 'eval_duration': 14529889473}",0
99,B,B,"{'total_duration': 9976569583, 'load_duration': 50508470, 'prompt_eval_count': 201, 'prompt_eval_duration': 60982657, 'eval_count': 727, 'eval_duration': 9852809731}",1
